id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
70400	1	"70400-stormpike-quartermaster"	12	[]	4	1626	1	"Sergey Tsvelykh"	2	2	2	"스톰파이크 병참장교"	"내가 주문을 시전한 후에, 내 손에 있는 무작위 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4c1ea9b2aef2730455c6a8b318d73b07537f9588a468fa33513275ce643f7b6.png"	""	"케이크를 얼리면 아이스크림이 된답니다. 그렇게 생각해야 덜 딱딱해요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b8d339d16e6efa0a0465990c39c5f7ceaa351b18556c39f17719794f87a9b1a.png"	{"relevant":true,"constructed":true}
2055	1	"2055-steamwheedle-sniper"	3	[]	4	13	4	"Jun Kang"	3	2	2	"스팀휘들 저격수"	"내 영웅 능력의 대상으로 하수인을 지정할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df9afa4de050add2a46f608a6d99108bf1f055bcc89fe2e588ff91c613bd53b8.png"	""	"저격을 할 만큼 참을성을 지닌 고블린은 매우 드뭅니다. 대부분은 그냥 폭탄을 던져버리죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90f5ad99686b1be85ab2ba6d2c98eda55d248ed322211d264f38112dee76c0ef.jpg"	{"relevant":true,"constructed":true}
78405	1	"78405-the-harvester-of-envy"	6	[]	4	1691	5	"James Ryman"	3	4	3	"시기의 수확자"	"내가 복사해온 상대편의 카드를 낸 후에, 그 카드를 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/13c147d10b0d52e32a911f08a61971cc42392ddc54dab35e6294b6fc42d4fe40.png"	""	"\"네가 안 쓰고 있길래 좀 빌려 간 것뿐이야. 그리고 당장 써야될 것도 아니잖아?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f8e3f1b2b4e7cd8223074d8c6789ac0d235002d27231e66c841b909a9cdc3bf9.png"	{"relevant":true,"constructed":true}
39380	1	"39380-silverware-golem"	9	[]	4	23	3	"Daren Bader"	4	3	3	"식기 골렘"	"이 하수인을 버리면, 이 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c59ba5288acda56c212e38cb3a8e605ef3e1049596dda69383dfda45da989ada.png"	""	"스위스 국방부의 연구소에서 비밀리에 만들어졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/89aa46d678ff466abe171088caabe32479cfad1f08ae68b4f84a5aa20c9bb6b8.png"	{"relevant":true,"constructed":true}
62584	1	"62584-crossroads-watch-post"	12	[]	4	1525	4	"Konstantin Turovec"	6	4	4	"십자로 경비초소"	"공격할 수 없습니다. 상대편이 주문을 시전할 때마다 내 하수인들에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/079f76bc2e153916f5f7aa8dc4b377901ab3eebf9c1129bb8b00f24cd0c7f4ef.png"	""	"불모의 땅의 모든 채팅 내용은 수천 개의 두루마리에 기록되어 이 탑 아래에 보관되고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be85d726ab766fa8d2be8c50dfef866bac73bbdc906b9f3b03f6da94114c7df9.png"	{"relevant":true,"constructed":true}
63071	1	"63071-tinyfins-caravan"	8	[]	4	1525	3	"Matt Dixon"	3	1	2	"아기 멀록의 짐마차"	"내 턴이 시작될 때, 멀록을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/30822284dfffa0052e0e10c7f8600a97951313553ce186a5876539ee26ee5cb1.png"	""	"앞으로, 앞으로, 아옳옳, 아옳옳!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d90efbab379170a725ec33edb1af13971c876281f6f9d10bba0db0f025100c15.png"	{"relevant":true,"constructed":true}
790	1	"790-amani-berserker"	12	[]	4	3	1	"Chippy"	3	2	2	"아마니 광전사"	"피해를 받은 상태면 공격력을 +3 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0129613d6a4c1c94f708be331ee45e0c42dc55dd525d3ba8cad7e220cb631f95.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d234c375c56a8bd6169492b38f4af07beb96720e7f27e956bd6576f92429c55a.png"	"아마니 광전사가 \"지금 날 쳐다보는 거냐?!\" 라고 물어보면 단호하게 대답하세요. \"누구, 저요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28e19dc9cc6dc0e7cf196b8684a05492006e6b474440b29fc499bcd467121394.png"	{"relevant":true,"constructed":true}
237	1	"237-auchenai-soulpriest"	6	[]	4	3	3	"Doug Alexander"	5	3	4	"아키나이 영혼사제"	"생명력을 회복시키는 내 카드와 능력들이 이제 그만큼의 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4347a2fade6a0792a9b4879955b7afe42bba1bd4ac0d890fdbb908dcadfa3ff1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/406de3f02683e7632c2ccfe750dc83a123992ff4200ffb6bfd8149e20db9a459.png"	"아키나이들은 세상에 종말이 온다는 걸 알고 있습니다. 언제 오는진 잘 모르지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b74c153ec6968662ce7fddb4e4abbc8b07d01f51eae1d62cdeda125358869d0.png"	{"relevant":true,"constructed":true}
61966	1	"61966-saddlemaster"	3	[]	4	1466	3	"Vladimir Kafanov"	4	3	3	"안장 장인"	"내가 야수를 낸 후에, 무작위 야수를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/deee993d1fdc7142e444864691126d2924f6cf63cdfea68c9f14a43ddee1b8f3.png"	""	"안장 덮개, 확인. 줄무늬 옷, 확인. 컵 받침대, 확인."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9491d90cb65111f70a97c71536c5792740b8748bf71292d119966592d5075620.png"	{"relevant":true,"constructed":true}
45547	1	"45547-feral-gibberer"	12	[]	4	1004	3	"Anton Zemskov"	1	1	1	"야생 떠버리"	"이 하수인은 영웅을 공격한 후에, 이 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cb7ab4f3716de3ff212e2d99f8b8a5554653b378402c67261902ffca9727f334.png"	""	"하스스톤을 처음하신다고요? 그런 당신을 위해 준비했습니다! 500RPM 떠버리 덱!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1ade59a1ee64e5af27c6938ba3a562d83c7e52190a80f669b2cefe2ef0323305.png"	{"relevant":true,"constructed":true}
38452	1	"38452-darkshire-councilman"	9	[]	4	21	1	"Garrett Hanna"	5	1	3	"어둠골 원로원"	"내 하수인이 소환된 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88baf36f46c94224849b5ef2f0a2e9e6de5b9b856201daa2282d1ac02d3ec6b5.png"	""	"시민들아! 내게 힘을 줘!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75ab5330231ca16c52b4658b30a1029a55c2cfa742017b148e0053ee1f28983a.jpg"	{"relevant":true,"constructed":true}
39046	1	"39046-nat-the-darkfisher"	12	[]	4	21	5	"Steve Prescott"	4	2	2	"어둠의 낚시꾼 내트"	"상대편의 턴이 시작될 때, 상대편이 50%의 확률로 카드를 1장 더 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac0e85ff3aeb1eff4f87bacb318285f6e74d9979cd5f9fe90997b83c647fb8f0.png"	""	"이제부터 너는 사람을 낚는 어부가 될 것이다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/844d373448c2bdfffef11d8f872cf206c957581b66ae471f1dfb7d14a2a9cae8.jpg"	{"relevant":true,"constructed":true}
38521	1	"38521-faceless-behemoth"	12	[]	4	21	1	"Zoltan Boros"	10	10	10	"얼굴 없는 괴수"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f336b486d29892153fe06883e7aad160d78b0870838eb69fb9558c241e8fe9e3.png"	""	"이름 후보: 집채만한 얼굴 없는 자, 얼큰이, 테디."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/482ae5ab65a6c2fea84e4d8086864a7418a337f5d844b34fa686a1d9dbb3e6fd.jpg"	{"relevant":true,"constructed":true}
64201	1	"64201-oracle-of-elune"	2	[]	4	1578	4	"Glenn Rane"	4	2	3	"엘룬의 예언자"	"내가 비용이 (2) 이하인 하수인을 낸 후에, 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07872ee9d48247f972ea46a1f26a3bc622ec3e5be7d7557cbf2a6f71afeff6f9.png"	""	"달의 여신께서도 말씀하신 예언을 별도로 기록해 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2a3c52bf77ebd824a164d38154c880cf91a05d2c0f1ef83d0c5823aaef45d01b.png"	{"relevant":true,"constructed":true}
63332	1	"63332-lady-anacondra"	2	[]	4	1525	5	"Steven Prescott"	7	3	6	"여군주 아나콘드라"	"내 자연 주문의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b76b7d599840e9f645b3f058d5c71ad7a89188b1de172225c70dd80ff9433ec8.png"	""	"아나콘드라란 이름을 얻게 된 건 뱀이 되기 전일까요 후일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1014b6797ca88075a616d2983bc20519b339431eaf9e26ea21b846ac1c5f962f.png"	{"relevant":true,"constructed":true}
54204	1	"54204-history-buff"	12	[]	4	1158	4	"Ivan Fomin"	4	3	3	"역사광"	"내가 하수인을 낼 때마다 내 손에 있는 무작위 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5faaf887fa53f351dd9f555e2388fe0f58be6f4d4aed2c511740b869e750b566.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7304751bbe8350916d6485fcb5b4a7b8457adf0e94d9d32dcf1fa1e45afe7303.png"	"역사광이라면 역시 붉은색 티셔츠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d96ab2fbd28613d1bcc6e16f2157db679f15b0eafdb8281a40e0ca26d86c2b4f.png"	{"relevant":true,"constructed":true}
63193	1	"63193-apothecarys-caravan"	9	[]	4	1525	3	"Vladimir Kafanov"	3	1	2	"연금술사의 짐마차"	"내 턴이 시작될 때, 내 덱에서 비용이 1인 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b5731a54eb3cd422a72468eaeebf3bd9239a899ccf54690e860116d5765311ea.png"	""	"죽은 자들을 주지 않겠다면 당신께 죽음을 드리죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2a33eab38cca1eeeac510cdc588e77108aacb49dafdc9037b517f4d2a5362bd.png"	{"relevant":true,"constructed":true}
59590	1	"59590-voracious-reader"	12	[]	4	1443	3	"Ivan Fomin"	3	1	3	"열렬한 독서가"	"내 턴이 끝날 때, 내 카드가 3장이 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/71adee3969f101d1407e8c41a625979773ea25e712aa42f9b8f936edc9cb8c17.png"	""	"속독 실력이 예사롭지 않군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/123ee564bf5525f33d5ea0a2f47caf8d6bd05d36ded2d15ecd985813541ca754.png"	{"relevant":true,"constructed":true}
53832	1	"53832-brazen-zealot"	5	[]	4	1158	3	"Adam Byrne"	1	2	1	"열성적인 광신자"	"내가 하수인을 소환할 때마다 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/863873ffb2f196267a8d98a07cd069068c6d1593b896efcdf807aaf0a2fe228c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/344f64f3e2a44ad0038ca200936957205977a448c43256f64d57707ed66cc796.png"	"점점 불이 붙는 성기사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4e63e02e20f0757e87940328797bccddb2ab9ec3439985f52937a8f219e7fb7.png"	{"relevant":true,"constructed":true}
61174	1	"61174-keymaster-alabaster"	12	[]	4	1443	5	"Rafael Zanchetin"	8	6	7	"열쇠지기 알라바스터"	"상대편이 카드를 뽑을 때마다 그 카드를 복사하여 내 손으로 가져옵니다. 그 카드의 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe1c04b837e979790fccf0941636eeb484c5e59c2fc112129beb75ef2ee4cea5.png"	""	"무수한 열쇠의 요청이...!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08291404744feb13719a1c88f2c1b994072cce52170840a2dc6e08a133bfab11.png"	{"relevant":true,"constructed":true}
64425	1	"64425-psyfiend"	6	[]	4	1578	3	"Jakub Kasper"	4	3	3	"영혼의 마귀"	"내가 암흑 주문을 시전한 후에, 각 영웅에게 피해를 2씩 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bf6eb63b849d9bc7fae96ee58471803bb83dfe8104392c77d891dfc6bc0585c.png"	""	"점점 보라색으로 물들고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b37d36ccbe92f1f43835481848fc7808c9cd62da4dde07e77cca498b6c9282b1.png"	{"relevant":true,"constructed":true}
9	1	"9-prophet-velen"	6	[]	4	3	5	"Wei Wang"	7	7	7	"예언자 벨렌"	"내 주문과 영웅 능력의 피해량과 치유량을 2배 증가시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/488ae4e6e5145f7268b39bbe2601442320a16272ec5c132ec623b4813faaeee0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a462cc7464e7d773b47aa2f681cc33b0593b3cee9c68d79c2684cdaafa111259.png"	"고향에서 추방당했고, 형제들은 사악하게 변했지만, 불만이 있는 것 같진 않네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/939d16ba15f490cee067c589e1bcf8c1a36ba5e6b244bac9a341a09fa2a7820c.png"	{"relevant":true,"constructed":true}
62876	1	"62876-soothsayers-caravan"	6	[]	4	1525	3	"Kai Zhong"	3	1	2	"예언자의 짐마차"	"내 턴이 시작될 때, 상대편의 덱에서 주문을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ab61829922063fe0a4d406c6aeae6892e09cc7304e1be99dce1f3f14e53ac75.png"	""	"예언자의 능력이 저 엄니에서 나오는 걸지도 모릅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6932eeb93edec6529f0efb6e86c156606c255c90a92eed7799d05d30e5e998fa.png"	{"relevant":true,"constructed":true}
2033	1	"2033-ogre-brute"	12	[]	4	13	1	"Vinod Rams"	4	4	3	"오우거 투사"	"50%의 확률로 엉뚱한 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5aee804f073ce4135a3c375024d9d53d37ebe9379a15802a387dc466ec98e88.png"	""	"실은 엉뚱한 대상이 아닙니다. 그냥 처음 눈에 띄는 대상입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0383e9fc71189ffb5d23d2665083bb2fd7390e8735776e0e9c1b651aec68716.jpg"	{"relevant":true,"constructed":true}
9107	1	"9107-eerie-statue"	12	[]	4	20	3	"Jim Nelson"	7	7	4	"으스스한 석상"	"공격할 수 없습니다. 전장에 다른 하수인이 없다면, 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f566d116fc3cd274bf573cd92f1807ae0ccca9e713f0a702b1a3b4f9c7829e86.png"	""	"혼자 공격하고 싶습니다. 모두 나가주세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94e5079499279ca0728631053564ec5f5bd4aa93edde1534761d91cac2246ed1.jpg"	{"relevant":true,"constructed":true}
54154	1	"54154-sunstruck-henchman"	12	[]	4	1158	3	"Anton Zemskov"	5	6	4	"일사병에 걸린 부하"	"내 턴이 시작될 때, 50%의 확률로 잠듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42346d81653a2048fb4c9bf15649b896dcb8b3b1a4ff4eadecd4a757ed8d819f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c616b452714e7a5000a9b44e904d428dc9aea45e7e05e66ab8063971cb17f3fd.png"	"누가 악은 잠들지 않는다고 했나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a3589cf3e5223f6e83b143ddefc609c6ba2cb0ea9fec2bd8ae7d4aa52249df6.png"	{"relevant":true,"constructed":true}
37	1	"37-pint-sized-summoner"	12	[]	4	3	3	"Ron Spears"	2	2	2	"자그마한 소환사"	"내 턴마다 처음 내는 하수인은 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74a8249dfded301657dbb06f26349e97b86db9d7de163097e8fa29de72df69df.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6b06fdd2dd55d2e7a47a337c6aab64415cb760f3d6e8dc364003c0c8b165ab1.png"	"다 작은 건 아니라네요. 그럼 어디가 큰 걸까요? 음... 머리?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e36b18ff8bcc44198ae09df3d91953ce0461d3a0bf2fdff1f1f34b252d466412.png"	{"relevant":true,"constructed":true}
2234	1	"2234-wee-spellstopper"	4	[]	4	13	4	"Jonboy Meyers"	5	2	4	"작은 주문차단자"	"양옆의 하수인들이 주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5db3c6d69d97c5883b455681d57823b3ed67cf83bb6f20c6d0b771e0fdb2678.png"	""	"마법사들 사이에서 악명이 높습니다. 식당에서도 악명이 높습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbfee8a8327854f27354c3ba664fbd9624fc4f32ea15e2fe66ea8b972be39e90.jpg"	{"relevant":true,"constructed":true}
38898	1	"38898-usher-of-souls"	9	[]	4	21	1	"Dave Allsop"	5	3	4	"저승의 안내인"	"하수인이 죽을 때마다 내 크툰에게 +1/+1을 부여합니다. <i>(어디에 있든)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/034a6b9678f5c133632ac0000f3945c9602b4f02736466c7e83772eae86ac629.png"	""	"길 잃은 영혼들을 친절히 안내하여 크툰에게 제물로 바칩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f264b6e6544716ce66f0368e0fa220f7fa29fcd1b5e056bcc1dcc308096f3fae.png"	{"relevant":true,"constructed":true}
1135	1	"1135-lorewalker-cho"	12	[]	4	3	5	"Mark Zug"	4	0	2	"전승지기 초"	"각 플레이어가 주문을 시전할 때마다 동일한 주문을 다른 플레이어의 손에 추가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5f355589d89786ed54f804c9046dd7e6ea9f6afa203fe1959783002aae5835d.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6cce47f673aa72331892e4f028e0beb6f26e87b85f9962625d7d0f86b3956616.png"	"전승지기 초는 판다리아의 이야기들을 수집하고 기록합니다. 최근에는 판다리아의 야한 연애 소설을 모으는 중이라는군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77cbd9d1636a11bf2de4f9c52e21cc3de2f3abe6c58cea13fc32798b4ea2fe44.png"	{"relevant":true,"constructed":true}
712	1	"712-war-golem"	12	[]	4	1635	2	"Dave Kendall"	7	7	7	"전쟁 골렘"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b349fd3de39ba57dad14a2a63ff61da97c3ed09fb53906569d418881639ac656.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5352aec925b60ff4e649a7e140d11c82486a98efcfda4daf4f515d95a3fcd4a5.png"	"골렘은 두려움을 느끼지 못합니다. 그래도 공포를 시전하면 도망가더군요. 본능일까요? 아니면 따돌림받기 싫어서?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd5523b3132671e82341fd615cd64426220fc7a7c22dd55cbef6337f9fc9eb8e.png"	{"relevant":true,"constructed":true}
1634	1	"1634-young-priestess"	12	[]	4	3	3	"Vance Kovacs"	1	2	1	"젊은 여사제"	"내 턴이 끝날 때, 다른 무작위 아군 하수인에게 생명력을 +1 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd7e6c709df98fda97460121798067c84f3322de1cf0b0e94b440545cccca0db.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7dd7d76624121b036e8b4d63845cf745e7b5e062e2bace0bf044570ae7a5f193.png"	"2단계 신의 권능: 인내를 배우려고 노력중입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ad32b1789a6c2fd10c4becd65ea894deb8482dcb1f812e04b39c0684c1eb35f.png"	{"relevant":true,"constructed":true}
920	1	"920-ancient-of-lore"	2	[]	4	3	4	"Patrik Hjelm"	7	7	7	"지식의 고대정령"	"<b>선택 -</b> 카드를 2장 뽑습니다. 또는 생명력을 7 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/051554fd5d51b033ce1e9e6824954c3e47fa2f30117f24db7f97cd66a56cbb8b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4140dff3c95d6261ff2f9532404fdae37975d54a6f0d008c69ee85873d4a1a4f.png"	"기념으로 이름 새기셔야죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1d9fbdf7f82803708d1eec63851c77a704e756262b2ee0c5826ab181277a0878.png"	{"relevant":true,"constructed":true}
61968	1	"61968-felfire-deadeye"	12	[3,14]	4	1466	1	"Angelica Alieva"	3	2	2	"지옥불 명사수"	"내 영웅 능력의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd5750653a0629f2024664be86c46b84ff0008506ac312b14fc87ecf3f3f0b53.png"	""	"허락 없이 명사수의 고양이를 쓰다듬으면 한 발 맞을 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf9501b757d0637102f47c950687405f8a11312ec4e8e2a39aebc8a11fe8aae9.png"	{"relevant":true,"constructed":true}
59579	1	"59579-frazzled-freshman"	6	[]	4	1443	1	"Ivan Fomin"	4	1	1	"지친 신입생"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4db9bfe8322e200ca3e2adf73ac37e0f701eb6d4298c9e4b822d35e27d1369a1.png"	""	"\"늦게 자고 일찍 일어나는 어른이는 눈 뜨기도 어렵네요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/22cf53e3bba9ed85074525917d232106b042e7ec749f716293985a4dfeaf5407.png"	{"relevant":true,"constructed":true}
64725	1	"64725-stockades-prisoner"	12	[]	4	1578	4	"Yewon Park"	4	5	2	"지하감옥 수감자"	"<b>휴면</b> 상태로 시작합니다. 내가 카드를 3장 내면, 깨어납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c99c077c5c72fdddea2c318caa661d893507dd559e3f0f8f93bf7d1282656b98.png"	""	"해정술을 배운 수감자에게 이 정도 자물쇠는 식은 죽 먹기입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e80b2a621da5aadaad2c693817f59c251d515d1f2c81a9e1183fd69998c96208.png"	{"relevant":true,"constructed":true}
78133	1	"78133-muck-plumber"	12	[]	4	1691	1	"Arthur Bozonnet"	5	5	5	"진흙 배관공"	"<b>모든</b> 하수인의 비용이 (2) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e7d3a899fe7aee624a99bd8cf729cc70306bdc5a12186c11c808bd6e2339adf.png"	""	"진흙 마시지 마세요. 마시면 나락 간답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/74a647ea0b5863d0a053e8f91598aa51351dd296d77462bd925d3e9b0b9c9f94.png"	{"relevant":true,"constructed":true}
77057	1	"77057-flustered-librarian"	9	[]	4	1691	1	"Anton Zemskov"	3	1	1	"짜증난 사서"	"내 임프 하나당 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2bd54ea9e1a79c38e06908c424bee2117b2cd57ab07ffe9e785a6a6eb285288.png"	""	"임프를 잡는 데 두꺼운 책만한 것도 없죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/375c032b886836f8834fe4cba077b0d9d00e287f079f8201842569f52fb5474a.png"	{"relevant":true,"constructed":true}
62583	1	"62583-far-watch-post"	12	[]	4	1525	1	"Jason Kang"	3	2	2	"천리길 경비초소"	"공격할 수 없습니다. 상대편이 카드를 뽑은 후에, 그 카드의 비용이 (1) 증가합니다. <i>(최대 10)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03eb3b5ae20e9a5ae767eefb1533b86fd5514dd82ed142b5577d0ac1ec17390b.png"	""	"다부. 정말 멋졌다고."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64fcf45d15bfef4bbec8dcfad2da1ceb8bbb097102815812c550f2444cb4585d.png"	{"relevant":true,"constructed":true}
79535	1	"79535-invitation-courier"	12	[]	4	1691	3	"Matt Dixon"	4	3	3	"초대장 급사"	"내 손으로 다른 직업의 카드를 가져온 후에, 그 카드를 복사합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c2830a2784ddb9b674a3cc6f5af1f97323611c40a9579519c5b695b84d480512.png"	""	"누가 요즘 시대에 부엉이로 우편을 보내요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ff37a0568fc7799b6ed152b2ae1d2681a74b07a3dacde0700112751d142ed3d.png"	{"relevant":true,"constructed":true}
56652	1	"56652-altruis-the-outcast"	14	[]	4	1463	5	"Jerry Mascho"	2	4	4	"추방자 알트루이스"	"내가 내 손에서 가장 오른쪽 또는 왼쪽에 있는 카드를 낸 후에, 모든 적에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3885a6820b0ce0dfd7200530916a5b70bb3f9a1d12ec30aaac2cd4bfee7cfe51.png"	""	"이단아 알트루이스는 일리단을 배신하고 자신만의 길을 택했습니다. 충직한 친구 네스란다무스와 함께 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b91e59e624ef40371cdec995146c293e8708e3bc1ce9b66a20f5d20ccdd3c3f3.png"	{"relevant":true,"constructed":true}
61188	1	"61188-carnival-barker"	5	[]	4	1466	3	"Mike Sass"	2	3	3	"축제 호객꾼"	"내가 생명력이 1인 하수인을 소환할 때마다 그 하수인에게 +1/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7910a0977d8904d5d566d2c87229904783dd82ce445446ed9ad6efe61fb954b3.png"	""	"성공적인 호객행위를 위해 멀록어도 배웠지만, 그 누구도 알아듣지 못했다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ac22350a3d142d32444b85c25330813ad97ac49056d2de0f81f00a808e44de6.png"	{"relevant":true,"constructed":true}
64721	1	"64721-cheesemonger"	12	[]	4	1578	4	"Konstantin Porubov"	6	3	4	"치즈 상인"	"상대편이 주문을 시전할 때마다 같은 비용의 무작위 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5fef46483012d2f6445810be800004a1895fbc82188585cdfc659e41cf2a04f2.png"	""	"SI:7의 거물이라는 얘기도 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e21fa449c29b246c8cc446f8f6c4a432d71121025933e77e69d0ac04b7949862.png"	{"relevant":true,"constructed":true}
