id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	keywordIds	duels
80647	1	"80647-chillfallen-baron"	1	[]	11	4	1637	1	"Greg Staples"	2	2	3	"서리몰락 남작"	"<b>전투의 함성과 죽음의 메아리:</b> 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eab868e4b2e31ce092d7b1a3d0f7b386ef6eb60c1395dacf6d8d0f837eea0b33.png"	""	"기온이 영상인데도 춥다고 불평하는 사람들을 제일 싫어합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e730f2728a6a618c907645aaa9c854a2e51a0352850954deb6ad999a02f7b25f.png"	[8,12]	{"relevant":true,"constructed":true}
63033	1	"63033-razormane-battleguard"	2	[]	43	4	1525	3	"Daniil Kudriavtsev"	3	2	2	"서슬갈기 전투호위병"	"내 턴마다 처음 내는 <b>도발</b> 하수인은 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ffb565fee591a7d1fc190ea70788b302790a0505120c1f5a4486c147b2678be.png"	""	"가시가 있는 곳에 길이 있나니."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f09f1b0d087bab5844956fbaef5d90c9d4a9db9190830ae8d8e9c98b83135dfc.png"	[1]	{"relevant":true,"constructed":true}
62701	1	"62701-razormane-raider"	12	[]	43	4	1525	1	"Mauricio Herrera"	6	5	5	"서슬갈기 침략자"	"<b>광폭:</b> 무작위 적을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e0b0e0a06d53c759e6733df1ac966aa7a97ba1b5bf87107c48b6d8f0a7a3e83c.png"	""	"\"어디 한 번 고슴도치라고 놀려보시지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56a594d0bbdd2813289b4e54b031dc7936ee90efa04461261ec39ef462ad9192.png"	[99]	{"relevant":true,"constructed":true}
41415	1	"41415-sabretooth-stalker"	12	[]	20	4	27	1	"Alex Horley Orlandelli"	2	8	6	"서슬니 호랑이"	"<b>은신</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/34b14dd3d1687881e0508d5fe4e822a6e4ebe748f9001de6cf673220cb4d709b.png"	""	"저런, 덧니가 심하게 나셨네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/966ef4f5cd9202bae89d8b3b2d5d8791af7fe12f098a729280fa967a42f1fcdc.jpg"	[6]	{"relevant":true,"constructed":true}
63163	1	"63163-razorboar"	14	[]	20	4	1525	1	"Akkapoj T."	2	3	2	"서슬멧돼지"	"<b>죽음의 메아리:</b> 내 손에 있는 비용이 (3) 이하인 <b>죽음의 메아리</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/063446b4de0064d29f53800db74f3c8e024e341a1018dfd5b347a20931c2f4dc.png"	""	"이 작은 멧돼지는 복수심을 가득 담아 자기 집을 지었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/514b455dabc00fbeebc026a43fa9bc6fb9783da5a363474b4ba0e870ec08000d.png"	[12]	{"relevant":true,"constructed":true}
61428	1	"61428-circus-amalgam"	12	[]	26	4	1466	1	"Andrew Hou"	5	4	4	"서커스 융합체"	"<b>도발</b> <i>모든 종족값을 가집니다.</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/834ce413a900ca71a677083ba4694647f0b9ae684aa6383211c45e6235b721a4.png"	""	"어떤 동물부터 쓰다듬어야할지 모르시는 분들을 위해 맞춤형 야수가 찾아갑니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33ce1b12ee9ba12333c50c22144313cc392199a9ce4feb44c2827f623e9980ec.png"	[1]	{"relevant":true,"constructed":true}
53408	1	"53408-ancestral-guardian"	5	[]	11	4	1158	1	"MAR Studio"	2	4	4	"선대의 수호자"	"<b>생명력 흡수</b> <b>환생</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e7671fb6668e4c47f6b5ebebe34165004609915a54b471f25437d86e3c69c3c.png"	""	"누구의 선조인지는 모르지만 후손이 연락을 하지 않은 거에 대해 서운해합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/951b322185800366fe238895644ade97e2592e8a24569df79f65e99afab39432.png"	[38,78]	{"relevant":true,"constructed":true}
59026	1	"59026-teachers-pet"	3	[2,3]	20	4	1443	3	"Ivan Fomin"	5	4	5	"선생님의 예쁜이"	"<b>도발</b>, <b>죽음의 메아리:</b> 비용이 3인 무작위 야수를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/669f93d8523595f30b9f5997e031dd4712e8ed5bcde1a08b4be1cd3631006bc2.png"	""	"A+등급 여물을 얻기 위해 한 걸음 더 나아갑니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d27c5e6333e84ee32397995c476af64b48f863116d3429f60420113b30661ad.png"	[1,12]	{"relevant":true,"constructed":true}
456	1	"456-captain-greenskin"	12	[]	23	4	3	5	"Dan Scott"	4	5	5	"선장 그린스킨"	"<b>전투의 함성:</b> 내 무기에 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7cf63d21d8a5d353dfb4cc4a75c078b72c8a0f5c87da0f0a02e3f4b8f6b31b3c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4371171684c9e652f345daa788fcd3bd4f010b0b633eba2c3c53f839df0c9677.png"	"그 말썽장이 아이들만 아니었다면, 거대한 전함을 끌고 스톰윈드 항구로 쳐들어갈 뻔했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45bd330af1e399d4adbc41949e16baf2975c7cb5cd0993d6285ea190d50ef24d.png"	[8]	{"relevant":true,"constructed":true}
530	1	"530-captains-parrot"	12	[]	20	4	1635	4	"Daren Bader"	1	1	2	"선장의 앵무새"	"<b>전투의 함성:</b> 내 덱에서 해적을 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ec43a182c2234182be6739b0c28b48f39d416e78752a3e874e41fef000ff96a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39bf65bd9977afee9e8e3d372cef65bcddf978c47e66a7b289cb55b6d1bee5ab.png"	"해적과 앵무새는 토깽과 당근의 관계와도 같죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/043e3390cdad35ef35f9cd358d430a2d75e3556240e2968c202c59b61529c6d9.png"	[8]	{"relevant":true,"constructed":true}
65606	1	"65606-hullbreaker"	9	[]	15	4	1578	3	"L. Lullabi & K. Turovec"	3	4	4	"선체파괴자"	"<b>전투의 함성과 죽음의 메아리:</b> 주문을 뽑습니다. 그 주문의 비용만큼 내 영웅이 피해를 받습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb1eef3ac54e542366355f3ba4a53040536def046a6d9a9897dd244c04a8c30c.png"	""	"단단한 표면을 뚫고 들어오니 내면은 안락하군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a7da3ba6da2278318bd349fa1f8408361cbc5a3f3b029b613a3a778a5d98fcf.png"	[8,12]	{"relevant":true,"constructed":true}
45995	1	"45995-grumble-worldshaker"	8	[]	18	4	1004	5	"Hideaki Takamura"	7	7	6	"세계전율자 그럼블"	"<b>전투의 함성:</b> 내 다른 하수인들을 내 손으로 다시 가져옵니다. 그 하수인들의 비용이 (1)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8dd89d3f9d0df8d2000a0552783468cd3c87e8a81194c2e1244c1f76e9e05df7.png"	""	"구릉지 구릉이 가랑거리는가 싶더니 고원 아래 미궁 동굴에서 코볼트가 데구루루 나옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c56ee58785a71304f73f437b2b565d7122e60827164164e1fd00b4a4d773af6.jpg"	[8]	{"relevant":true,"constructed":true}
61580	1	"61580-gyreworm"	12	[]	18	4	1466	1	"Nicola Saviori"	2	3	3	"소용돌이벌레"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57e4e98df9116ff57594ede95c29f49fdfe5157f41fc95073b26be620460b221.png"	""	"고리 던지기 놀이가 한층 더 어려워졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c0335fb2bd293a089748f67b8b961eb0ad807905e4006fb1ca5c8555f2f7a53.png"	[8]	{"relevant":true,"constructed":true}
774	1	"774-unbound-elemental"	8	[]	18	4	3	1	"Matt Gaser"	4	3	3	"속박 풀린 정령"	"내가 <b>과부하</b> 카드를 낸 후에, +1/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfa4c49e42ab8439225e11fa0a9ffbc4cd49b8d81ecb64d0b33eb45e257fc02a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d791d183bdb5f5be3cf5fc218d6b94d3aa53f15bc25145e4bdf98a741b6ae8b.png"	"구속된 정령과 달리, 속박 풀린 정령은 뜨거운 밤을 즐길 줄 압니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2a13649b8d907547e5060f8ebc3b59a846ba5b6bd6eec4ed5bf5e183e74d080.png"	[14]	{"relevant":true,"constructed":true}
64321	1	"64321-canal-slogger"	8	[]	18	4	1578	1	"Todd Harris"	4	6	4	"수로의 느림보"	"<b>속공</b>, <b>생명력 흡수</b> <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f6dc4bf83bc6440b42b393fc6e3dcfe79425bbe54f2765ef96c735ddcec9ea5.png"	""	"\"오늘도 수로 출근이야? 발걸음이 안 떨어지네.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/451346c77bc09e5f43ba5589503df899d7503e31fe018bc9bf15ebfd6b6659c5.png"	[14,38,53]	{"relevant":true,"constructed":true}
41139	1	"41139-hydrologist"	5	[]	14	4	27	1	"Matt Dixon"	2	2	2	"수문학자"	"<b>전투의 함성:</b> <b>비밀</b>을 <b>발견</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0804b65e2b2923992fc4a52d9e4252a817163aea737882773d57ca3c6fc4d60c.png"	""	"멀록 수문학자는 매우 귀합니다. 대부분은 컴퓨터 공학을 전공하거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4a62a32937e613283b0c585840c4f6d90fdf41740a17e608f4b895d8d739ee41.jpg"	[5,8,21]	{"relevant":true,"constructed":true}
53885	1	"53885-expired-merchant"	9	[]	11	4	1158	3	"Dave Allsop"	1	2	2	"수상한 장사꾼"	"<b>전투의 함성:</b> 비용이 가장 높은 카드를 버립니다. <b>죽음의 메아리:</b> 그 카드를 둘 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/93ed5ef4a1da1ef95b7c2611cbe8601b4ce7dbd1bbc80508f9510d310efb820f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0c2d500f59205599a37e1a3562b2fb6ca86c3d2aca7e0b1a76009b4a60b48a94.png"	"유통 기한은 그저 권장 사항일 뿐이니 개의치 않으셔도 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b37443f923b6de503373ddcd208ac18dc34a0f5208bde595e0e8308a3b28796.png"	[8,12]	{"relevant":true,"constructed":true}
75910	1	"75910-suspicious-pirate"	10	[]	23	4	1691	3	"Caroline Gariba"	4	3	3	"수상한 해적"	"<b>전투의 함성:</b> 무기를 <b>발견</b>합니다. 상대편은 내가 선택한 무기를 맞히면 그 무기를 복사하여 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eb73fc9c102e947a35084234321a9cd26a72014537921fc3ed20b3807f5927f8.png"	""	"매일매일이 해적의 날이었으면 좋겠네요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9ade9b4211beede00fe42786c45a71dc5b49869f484e5309913720df17f3405c.png"	[8,21]	{"relevant":true,"constructed":true}
87285	1	"87285-suspicious-peddler"	9	[]	11	4	1776	3	"Mike Sass"	3	2	2	"수상한 행상인"	"<b>전투의 함성:</b> 비용이 1인 카드를 <b>발견</b>합니다. 상대편은 내가 선택한 카드를 맞히면 그 카드를 복사하여 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf1eb0c8b11fa412fb07943b1d3dcd8833a70378760931945d2d4b6729c8d3db.png"	""	"아제로스 최고의 가짜 약을 취급합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/446b143d2080e9dcc0d8cc313104f6bb02302955169bcb14a145be317eb3a6cd.png"	[8,21]	{"relevant":true,"constructed":true}
41173	1	"41173-crystalline-oracle"	6	[]	18	4	27	3	"Arthur Bozonnet"	1	1	1	"수정 예언자"	"<b>죽음의 메아리:</b> 상대편의 덱에서 카드를 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfb4e3c6693ef8fc4fccbba06cb4309c301860da06fb3a03eaacec31aef649f1.png"	""	"빛으로 만들어진 존재라서 언제나 성격이 밝죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ee9cb01d140104c3531b18b7b06235cef23a86eab49823dba6320735f9cc349a.jpg"	[12]	{"relevant":true,"constructed":true}
86661	1	"86661-the-purator"	5	[]	17	4	1776	5	"Jaemin Kim"	6	4	6	"순도 관리인"	"<b>도발</b>, <b>전투의 함성:</b> 내 덱에 중립 카드가 없으면, 모든 종족을 뽑습니다. (종족마다 하나씩)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/482428b3a47ef78fc73e54f5e05d2c7ca7e8a47219c4b276a10110fff1da22dd.png"	""	"언데드가 출몰하면서 전시 관리인의 관리 대상이 하나 더 늘었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9f55e28c31a04bc1d01fb9586d512d14864ad11946e33fc8edc6c9fc3168db9.png"	[1,8]	{"relevant":true,"constructed":true}
65705	1	"65705-goliath-sneeds-masterpiece"	12	[]	17	4	1578	5	"Vladimir Kafanov"	8	8	8	"스니드의 걸작 거수"	"<b>전투의 함성:</b> 피해를 2씩 주는 로켓 다섯 개를 적 하수인들에게 발사합니다. <i>(대상을 선택하세요!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8a42ee5963e3513291d97da75651d18d4c36578e8e338ca568d5ea3949ca9000.png"	""	"\"설명 잘 들어. 톱날에, 로켓에, 로켓 톱날까지 달린 내 걸작이야. 유일한 단점은 연비지.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/200993c5faa6d5d04b2416e85afc154022e6a9d6798c352e7844747ee69fde6c.png"	[8]	{"relevant":true,"constructed":true}
2082	1	"2082-sneeds-old-shredder"	12	[]	17	4	13	5	"Christopher Moeller"	7	5	8	"스니드의 낡은 벌목기"	"<b>죽음의 메아리:</b> 무작위 <b>전설</b> 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f23f76a7552edd90a9e42e1a6f65d1b12997502270305d0681f26a1b8be98871.png"	""	"스니드가 죽음의 폐광에서 쓰러졌을 때, 그의 벌목기는 경매장에 올라가 익명의 구매자에게 넘어갔습니다. (아마 들창코)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8bea758f4ef89428880d636e6cbca0899bc384365806168e3bcf2bc3e167e436.jpg"	[12]	{"relevant":true,"constructed":true}
65599	1	"65599-mr-smite"	12	[]	23	4	1578	5	"James Ryman"	5	6	7	"스마이트 씨"	"내 해적들이 <b>돌진</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5c138666385e5b54beadb3bd11128384485de9abc564d228f60baa9d04b43fe.png"	""	"\"내 아버지도 스마이트 씨라 불리우지. 난 요릭이라 불러라.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca7a8d1d7e5ff0cb60db3847553e4011f91fe888253bd6e1c86ac2658f26f9f9.png"	[4]	{"relevant":true,"constructed":true}
80537	1	"80537-scourge-rager"	12	[]	11	4	1776	1	"Alex Stone"	4	5	3	"스컬지 광전사"	"<b>환생</b>, <b>전투의 함성:</b> 죽습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61cc9fcec9d8a666ff51c9c6f8d30bb30cdb6e9561aae5c3fe8c21e4fb672089.png"	""	"왜 저렇게 화났냐고요? 당신도 장난으로 만들어졌다고 들으면 화나지 않겠습니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c84b0f27526750dcdff1f24d267de88864b91148e7ee3366483a37ef187aa30a.png"	[8,78]	{"relevant":true,"constructed":true}
84274	1	"84274-scourge-tamer"	3	[]	11	4	1776	4	"Tanamaes Leejierasaes"	2	2	2	"스컬지 조련사"	"<b>전투의 함성:</b> 원하는 누더기야수를 직접 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/978bc6cbd587b4735cc74a6ac51ef2828e5c3f39eea12468b29c8fa1ba1cdd77.png"	""	"사냥꾼이자 채집가입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca913d96b2b69cdce5b257734ac94fb02fe8f02a5d8ce2b286d6cd40fd6cf05a.png"	[8]	{"relevant":true,"constructed":true}
84229	1	"84229-scourge-troll"	8	[]	11	4	1776	4	"Matt Dixon"	3	1	1	"스컬지 트롤"	"이 하수인에게 부여한 <b>죽음의 메아리</b>는 2번 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/414e905336a9506344f11ee3f0f5b4d5511654fd005c6cb8dfe8ef7d0dd5e74f.png"	""	"여기가 내 죽음의 메아리를 써놓는 곳입니다. 있다면 말입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef8094eafa683e30421045c80ee8c2e4a1e8bcab3756da895b2e1706151fb347.png"	[12]	{"relevant":true,"constructed":true}
84385	1	"84385-scourge-illusionist"	7	[]	11	4	1776	4	"Matt Dixon"	4	4	4	"스컬지 환영술사"	"<b>죽음의 메아리:</b> 내 덱에 있는 다른 <b>죽음의 메아리</b> 하수인을 4/4 하수인으로 복사하여 내 손으로 가져옵니다. 그 하수인의 비용이 (4) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba1b56526286ddd5a138d290b1c9de1136b10e790466679495041d1ca2c485e1.png"	""	"속임수가 아니라 환영입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/47743b83a6b124bdfe87abb4328bef08682494b3ddb5b98f29de2128b7fd97f9.png"	[12]	{"relevant":true,"constructed":true}
41324	1	"41324-stegodon"	12	[]	20	4	27	1	"Jim Nelson"	6	2	4	"스테고돈"	"<b>도발</b>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a50fd916ce557cd6100e36fad9d63904ea32cc1ec4b37558091b45ab9a49bdb5.png"	""	"토르톨란 성기사들은 40레벨이 되면 스테고돈을 길들이는 퀘스트를 받습니다. 현재까지 41레벨이 넘은 토르톨란 성기사는 아무도 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2c2384a189553eb8b5cc8342981cfc8f7ba6cb52a7d11b8069a4bd6972cd6c1.jpg"	[1]	{"relevant":true,"constructed":true}
64975	1	"64975-stormwind-freebooter"	10	[]	23	4	1578	1	"Anzka Nguyen"	4	3	3	"스톰윈드 해적"	"<b>전투의 함성:</b> 이번 턴에 내 영웅에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88dafd65e813ea198729820c4b3fbf5368890bb418626bd2dce395c4526ccf4a.png"	""	"\"쟤 장화는 손대지 마! 내가 찜했으니까!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b9f6cea64f74f05ff112413d40f1ed35292cb381f3f67c97027b05b30dcc7da.png"	[8]	{"relevant":true,"constructed":true}
70104	1	"70104-stormpike-battle-ram"	3	[]	20	4	1626	3	"Jim Nelson"	3	4	4	"스톰파이크 전쟁 산양"	"<b>속공</b>, <b>죽음의 메아리:</b> 다음에 내가 내는 야수의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e88bf46c44cd5c155401ef13fecb3a64fa3c518dc8d02fb4337651e55beab455.png"	""	"매에에! 스톰파이크 드워프들에게 수염만큼이나 진실된 존재입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/954b2a19261269cfdb69561d285b15f272037cce6b7f2b3443c9ee0eec070ba5.png"	[12,53]	{"relevant":true,"constructed":true}
78079	1	"78079-steamcleaner"	12	[]	17	4	1691	3	"Daniil Kudriavtsev"	5	5	5	"스팀청소로봇"	"<b>전투의 함성:</b> 각 플레이어의 덱에서 게임이 시작됐을 때 없던 카드를 <b>모두</b> 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/680a744473362ac9bbffc2bd9009d08e712207a0f172aecfb92008b7e0c2b496.png"	""	"령 얼룩도 스팀으로 말끔하게!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2896eccc5d91b2c20e8470883ba7674f580faa2b1a8392c22d58c4b399e53301.png"	[8]	{"relevant":true,"constructed":true}
38722	1	"38722-hallazeal-the-ascended"	8	[]	18	4	21	5	"Wayne Reynolds"	6	4	5	"승천한 할라질"	"<b>주문 공격력 +1</b> 내 주문들이 <b>생명력 흡수</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfe15972068f25acad89b09627da2d085d42027a1b8b5bf9e86066f8211cb2e9.png"	""	"정령들이 자네를 파괴하고 날 치유할걸세!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc446501c9f43065a7f40cce3934389c2808f029acedad166cb677e7182382b4.png"	[2,38]	{"relevant":true,"constructed":true}
83089	1	"83089-timewarden"	5	[]	24	4	1776	4	"L. Lullabi & K. Turovec"	4	3	3	"시간의 감시자"	"<b>전투의 함성:</b> 내 다음 턴이 끝날 때까지 내가 소환하는 용족은 <b>도발</b>과 <b>천상의 보호막</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4701226bfb9d44a3309babb528329f0cabdc31f8fefbd846dcd7e3c5ad54f4dd.png"	""	"실버, 골드, 다이아몬드 용군단은 언제쯤 추가될까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b7906194591b2f66f0da886a81ca854ae3ef7f7403da9aae537843d8763de34.png"	[1,3,8]	{"relevant":true,"constructed":true}
72484	1	"72484-handmaiden"	6	[]	92	4	1658	3	"Studio Hive "	2	3	3	"시녀"	"<b>전투의 함성:</b> 내 손에 있을 때 주문을 셋 시전했으면, 카드를 3장 뽑습니다. <i>( 남음!)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c2fb3d8f7404b31c0f17844510531ff94f8d935ebe503113c7a3f8a767cab55.png"	""	"왕가에서는 저렇게 길고 화려한 화장지를 쓰나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1fbe0e45b93b41036421923e575539cee1d6024b512cef2ef2234a39c46f99a.png"	[8]	{"relevant":true,"constructed":true}
453	1	"453-coldlight-seer"	12	[]	14	4	3	3	"Arthur Gimaldinov"	3	2	3	"시린빛 예언자"	"<b>전투의 함성:</b> 내 다른 멀록들에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d8f8d7c467c55286242d5c20e1141d6a786b823a895ea7b713b08eb7fca7991.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b1ec48dbc1f1c69c625c6636931502dd2424108ac38ef6dd511cd21ccfa6ef29.png"	"시린빛 멀록들은 심연의 나락 가장 깊은 곳에 삽니다. 즉, 이들을 봤다는 것은 도망칠 곳도 없다는 뜻이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba6223368efe7c698bf49ba9a253095458edcda44d70640503ee44d533362409.png"	[8]	{"relevant":true,"constructed":true}
1016	1	"1016-coldlight-oracle"	12	[]	14	4	3	3	"Steve Prescott"	2	2	3	"시린빛 점쟁이"	"<b>전투의 함성:</b> 각 플레이어가 카드를 2장씩 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2921c796233ea5da43789330af863f8e71681468dab6d59921b34b04e0c4273c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adc6c9384598bde66307da93842ca31be24a71918ffc8598da4e5bd28f058a03.png"	"이들은 미래를 볼 수 있습니다. 미래에는 두 플레이어 모두 카드를 더 뽑게 될 거라는군요. 신통하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ddd26a52510b7917155a202e5c20581324768688087e6ee4909fb630e2077f65.png"	[8]	{"relevant":true,"constructed":true}
43051	1	"43051-meat-wagon"	12	[]	17	4	1001	4	"Rafael Zanchetin"	4	1	4	"시체 수레"	"<b>죽음의 메아리:</b> 내 덱에서 이 하수인보다 공격력이 낮은 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/567d08274a351663eb1594c90cf8ced2240acda0b61ac22757f9271058ae7f13.png"	""	"구울들에게는 출장 뷔페나 다름없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/66869cf9483657fd57c858ccdafd7a9ee99f6d0de4f9be27ecf71635dd3d813e.png"	[12]	{"relevant":true,"constructed":true}
54783	1	"54783-body-wrapper"	12	[]	11	4	1158	4	"Arthur Bozonnet"	4	4	4	"시체 수습사"	"<b>전투의 함성:</b> 이번 게임에서 죽은 아군 하수인을 <b>발견</b>합니다. 그 하수인을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43fc3e2ca00f2c2f8baf86ba8e085dc483efcfbb930fb238af9006aecd34d0b7.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1962e59d96893d5e041c903e284121093507551069fa6df9c5096179f83dc019.png"	"비결은 눈에 오이를 붙이는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8093e02e885947c0fbf3fdcf44a38f40ea71a4f817ad5f23ad188f468aca39d.png"	[8,21]	{"relevant":true,"constructed":true}
80818	1	"80818-body-bagger"	1	[]	11	4	1637	1	"MAR Studio"	3	1	1	"시체 자루꾼"	"<b>전투의 함성:</b> <b>시체</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4791e99e0244d437fbf5e709e376db9980f1500d00555782c882726dbb343bfe.png"	""	"저 자루를 되찾아야 해요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1bb5bd5e01528e95933da96a3425cc6668c43de2ccd8ffc8a3ebc9984a2db7f6.png"	[8,247]	{"relevant":true,"constructed":true}
46102	1	"46102-corpsetaker"	12	[]	11	4	1001	4	"James Ryman"	3	3	4	"시체수집가"	"<b>전투의 함성:</b> 내 덱에 <b>도발</b> 하수인이 있으면 <b>도발</b>을 얻습니다. <b>천상의 보호막</b>, <b>생명력 흡수</b>, <b>질풍</b>도 동일하게 얻을 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c989004d93f75557507be2f87d10ec13cf68ea72d2759b03e7e9bf2460600ece.png"	""	"\"하고 싶은 거 다 해.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7550aee8eac034268072e19f3e152fef000d041be7d2ab136d10aa018d01e89a.png"	[1,3,8,11,38]	{"relevant":true,"constructed":true}
