id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
72460	1	"72460-iceblood-garrison"	10	[]	5	1626	3	"J. Paick & K. Turovec"	2	"얼음피 주둔지"	"내 턴이 끝날 때, <b>모든</b> 하수인에게 피해를 1 줍니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eec61abe4d7799e49f764fd3d64c9a9523f16bbbea27e828bb482705c8a73197.png"	""	"주말에는 마을 극장의 예행연습 장소로 쓰이고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/753b5652c98f92e3a579c7e1b23eb993aeae2e1c350d3460122713a2e10debca.png"	{"relevant":true,"constructed":true}
38395	1	"38395-thistle-tea"	7	[]	5	21	3	"Matthew O'Connor"	6	"엉겅퀴 차"	"카드를 뽑습니다. 그 카드를 복사하여 2장 더 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83717e0c44aaf819cca39c23ec96844b6404c648d14410ccd2aec9ce8052796d.png"	""	"엉겅퀴는 따갑잖아요? 그런데 그런 걸로 왜 차를 달이는 거죠? 도적들은 도무지 이해할 수가 없다니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/244a1e7bf7b776dedce8013bedb6d0e475178ea6e6a6838fd86b4acdf4816d85.jpg"	{"relevant":true,"constructed":true}
86597	1	"86597-plague-eruption"	9	[]	5	1776	1	"Konstantin Turovec"	3	"역병 분출"	"<b>모든</b> 하수인에게 피해를 2 줍니다. 이번 게임에서 카드를 버렸으면, 피해를 1 더 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/36315c1c0f1397d5d72a389736294d9e112fcd321628ec8d17d210367bafb61e.png"	""	"손을 닦는 습관을 들입시다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/57c70d6786c0ef11430aba176d0a9d5c4d5db2d9794ae8510556c60cbf3520a5.png"	{"relevant":true,"constructed":true}
61587	1	"61587-deck-of-lunacy"	4	[]	5	1466	5	"Ivan Fomin"	2	"열광의 덱"	"내 덱에 있는 주문들을 비용이 (3) 높은 주문들로 변신시킵니다. <i>(실제 비용은 변하지 않습니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/46770fc7f58f11d2116fbfcd4e36b4070f83e125e332fd0f24dc0801303a2fb4.png"	""	"마음속으로 질문을 되뇌이며 왼손으로 카드를 뽑아보세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e2fe715a6438255978dab1958604fd9f28c22624e3fac6871deefcffdf24b52.png"	{"relevant":true,"constructed":true}
1007	1	"1007-heroic-strike"	10	[]	5	1635	2	"Jonboy Meyers"	2	"영웅의 일격"	"이번 턴에 내 영웅이 공격력을 +4 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ca36123b0538fd6ea5ddc48873acf5cc57c941ecc7ce5cdb9f1a4496b61c7d17.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7a72d79bb7368a042e76c669462188fe705f41cc0ec6e10709777467810a45e.png"	"마치 영웅이 된 것 같습니다. 한 턴뿐이지만요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6157dcc3f5ee1e24148e3ad30389d54f358e8b1db89a54595fd3b7c0fe331e4.png"	{"relevant":true,"constructed":true}
42998	1	"42998-forge-of-souls"	10	[]	5	1001	1	"Daria Tuzova"	2	"영혼의 제련소"	"내 덱에서 무기를 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f88270c653bc4fadeace4c75034e804cd0d466c5cab20d1ec0eac3b714cc59a.png"	""	"영혼의 대부 브론잠이 벼려낸 강력한 무기입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce9cb3bd4088594f9d71af26ca2ee75fd8220c19b9f8553778d94b8eec7453ea.png"	{"relevant":true,"constructed":true}
61965	1	"61965-bola-shot"	3	[]	5	1466	1	"MAR Studio"	2	"올가미 발사"	"하수인에게 피해를 1 주고 그 양옆의 하수인들에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ce10f007d9541eb378f50a193d61548409c153510f856ce144cbd6b6f0f348f1.png"	""	"날아다니는 벌레를 상대로 올가미는 효과가 별로인 듯하다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b4639ee7df86eaf63b111269a06ca058c14360bb66bbb7e68b607be0f59861e.png"	{"relevant":true,"constructed":true}
59449	1	"59449-overwhelm"	3	[]	5	1443	3	"Matt Dixon"	1	"위압감"	"하수인에게 피해를 2 줍니다. 내 야수 하나당 피해를 1 더 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92183d33ea2522e93bf660f21cc9ae131cf0fc520703ab9fa0711ee27c41f59f.png"	""	"스칼로맨스 학생의 가을 축제 장난이 심각하고 끔찍하게 뒤틀렸군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/827173cd9d5ad6923c987a3291c98d223363e98c05da69c7aa5b6250d995983e.png"	{"relevant":true,"constructed":true}
2020	1	"2020-crush"	10	[]	5	13	4	"Michael Sutfin"	7	"으깨기"	"하수인을 처치합니다. 내 전장에 피해를 받은 하수인이 있으면, 비용이 (4) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/918be7d832c2cd249ac145cfe26f8acb8cc9e43ad5d8da5bf0c572fa86281234.png"	""	"일부 격한 분들은 이 카드를 쓸 때 묘한 쾌감을 느낀다고들 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ea513c83e0a2571550e5640db1c0a538b98366950bf8af40e672a4d03733cde.jpg"	{"relevant":true,"constructed":true}
38337	1	"38337-mark-of-yshaarj"	2	[]	5	21	1	"Efrem Palacios"	2	"이샤라즈의 징표"	"하수인에게 +2/+2를 부여합니다. 대상이 야수면, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/33f0049c869f3234a18912b4bb00b36b4ed25e4833c980c136c8f2c179a46c0c.png"	""	"사실 촉수로만 봐서는 어느 고대 신이 내린 징표인지 구분하기가 어렵습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc6516482e88722b3831f8b737307fdb37f47bd6a498f45750fa7bf7b84f5b93.png"	{"relevant":true,"constructed":true}
292	1	"292-multi-shot"	3	[]	5	1635	2	"Ben Zhang"	4	"일제 사격"	"무작위 적 하수인 둘에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7632a018fe92f22a5a522bee43db35ca428261e319122222cdfeb7e20a0edf4e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ec8f86b217c235f2c1bf473406a667dfb629ce601566080df3a5799fee6824c.png"	"나올 때가 되면 항상 나오는 카드 중 하나죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2d27cc066c2f5b7b42081e939c754b84d61d0c7930f32e7d7be01f5e39d167e.png"	{"relevant":true,"constructed":true}
59450	1	"59450-survival-of-the-fittest"	2	[]	5	1443	4	"Patrik Bjorkstrom"	10	"적자생존"	"내 손, 덱, 전장에 있는 모든 하수인에게 +4/+4를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f0d0bdd1b348aa92fdfaf16210c0ddf88b7cbb121bfbc46b808e250d8e81991.png"	""	"때로는 6/6 나무정령 일곱에게 시비를 걸지 않을 만큼 현명한 자가 생존합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d3b97c300cc4f91b8a27661fa72f27f72b08fe78f90c36c07999b5f78fbd4db.png"	{"relevant":true,"constructed":true}
630	1	"630-sprint"	7	[]	5	1635	2	"James Zhang"	5	"전력 질주"	"카드를 4장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a931062518c7b95357c3bc110195d0d8b8b56b8b704c68108832923c3d2fe8a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/690a430fa6d6152e8d25a3fb4466a1400722ba6d5f1d83e1413c4e1dd205a412.png"	"카드가 모자라면 몸이 고생이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5141d54017265b3742abfcfea8bc6cdcba597c9a4c46d2b0fb2f673f06efc0c.png"	{"relevant":true,"constructed":true}
70012	1	"70012-to-the-front"	10	[]	5	1626	3	"James Ryman"	2	"전방으로!"	"이번 턴에 내 하수인들의 비용이 (2) 감소합니다. <i>(단, (1)보다 낮아지진 않습니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a78f2200b81c1c716730a4fccbcad22083a79b2c6fc8ee18b38c3e35a3618153.png"	""	"치유사들은 빼고요. 제발 뒤에 계세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40c0e38155325513698398d226e92f198e6e153aa8785f4a0072b28aaf2f9b11.png"	{"relevant":true,"constructed":true}
54427	1	"54427-tip-the-scales"	5	[]	5	1158	4	"Andrew Hou"	8	"전세 역전이다옳"	"내 덱에서 멀록을 7마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7eca127b488ad8269fe6b01d2f1313b9a2d97bc1ca4ec75ae982b1dc8a2ba12.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e587ffa5d8986f06951acf985b43754bc84c5a254c6ffa41888f8f1545832b0a.png"	"물론 상대편 손에 불기둥이 없을 때의 얘기죠..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d70ab5eae65548965e4ce02cfe288a2fef510b3e008e8c9b90dfb9858c9ef08.png"	{"relevant":true,"constructed":true}
400	1	"400-battle-rage"	10	[]	5	3	1	"Alex Horley Orlandelli"	2	"전투 격노"	"피해를 받은 아군 캐릭터의 수만큼 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ef4bca013f297c649ef2bdf36ec2a54e5f1f4c6975803eeca156f1ab88176449.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2f12303403779100eea1bf6d8d418c0a50d4fe082dd21a7d93296bb706d6a73d.png"	"\"날 화나게 하지마. 분명 후회할걸?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53607e194f64bf0956462e3a36bebee7720034dbc695c3fd3798e70a03c7ccca.png"	{"relevant":true,"constructed":true}
77296	1	"77296-conquerors-banner"	10	[]	5	1691	3	"Zoltan Boros"	2	"정복자의 깃발"	"각 플레이어의 덱에서 카드를 공개해 내 것의 비용이 더 높으면, 그 카드를 뽑습니다. 3번 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e8f1f12c21d723bc7ad75796e64704e024fcd7db0b7ca192b41906b00b7627ef.png"	""	"올그라, 깃발 정말 예쁘네요. 대체 어디서 구하셨나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81082d6fcf5ea0bf110569f124e6ebb9212b87d88af5f25c6ad982b026205b1c.png"	{"relevant":true,"constructed":true}
64631	1	"64631-aimed-shot"	3	[]	5	1578	1	"Aaron Su"	3	"조준 사격"	"피해를 3 줍니다. 내 다음 영웅 능력이 피해를 2 더 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3a309280bc83cd3381f33e68caa485183aa374caf2df1cb95759f45eb0b650df.png"	""	"그럼 지금까진 막 쐈다는 거예요?!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bca72d5a7dabc8e693a7e4bc4bcafce49cff400c1ebedbbfe40e440f842fd9dd.png"	{"relevant":true,"constructed":true}
52264	1	"52264-pilfer"	7	[]	5	1635	1	"L. Lullabi & K. Turovec"	1	"좀도둑질"	"다른 직업의 무작위 카드를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90894c4896b6df5fd372b0e6e510d28f7816160d1f5c9605b0087e4f50d32ad9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43cf14b135017078798230c7363ac841832b1ecbd92a91b0ed29761136d0f918.png"	"남의 직업의 떡이 더 커보이는 법이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b7c4cb40c1592a7970bc6e4d68ec56472681d8d646ffd2e256b71f28c8871dbc.png"	{"relevant":true,"constructed":true}
79596	1	"79596-life-sentence"	4	[]	5	1691	3	"Konstantin Turovec"	4	"종신형"	"하수인을 게임에서 제거합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af41a245ed11d9e083a3198517b4544401efb6b20f4cc040971d13be5b6b45b9.png"	""	"모두에게 행복한 결말을 가져다주길."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5488493082174c40412236923aa5623d577d7dbb6c6d87f29cf6ab69b528eef0.png"	{"relevant":true,"constructed":true}
78111	1	"78111-sinful-brand"	14	[]	5	1691	4	"Juan Calle"	2	"죄악의 낙인"	"적 하수인에게 낙인을 부여합니다. 그 하수인이 피해를 받을 때마다 적 영웅에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/931b000c685225e570142053626bedc101db5ca3832e60e6cda777d8df29e543.png"	""	"사인도 X 표시입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a0d81da22a6dc384c5d68dda292d854de2b25cc13b927541c3d4febbff4295d4.png"	{"relevant":true,"constructed":true}
78117	1	"78117-dispose-of-evidence"	14	[]	5	1691	3	"Jason Kang"	0	"증거 인멸"	"이번 턴에 내 영웅이 공격력을 +3 얻습니다. 내 손에 있는 카드를 선택하여 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d7b6660d84894d19dc9d61a7c05af982e20f04b67b34cf576ac5c7ddc23fb3a6.png"	""	"죄를 지으면 대가를 치르고 싶지 않은 법이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c23acdb5e90f2a787eb58533b5252ba38ad5c074e5ca147c7bf41929ac460b38.png"	{"relevant":true,"constructed":true}
79770	1	"79770-call-to-the-stand"	10	[]	5	1691	1	"Luca Zontini"	1	"증인석으로"	"상대편이 손에서 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae1f99c3cc3013a27de369c2ee5492c87fb372f417b860a9c04fe2b785b87f85.png"	""	"증인은 착석하십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcfde49446c365e7cdb53989bad416c8c7411b19c6dbe68f243adabdf2183b79.png"	{"relevant":true,"constructed":true}
63069	1	"63069-nofin-can-stop-us"	8	[]	5	1525	3	"Matt Dixon"	3	"지느러미는 못 말려"	"내 하수인들에게 +1/+1을 부여합니다. 내 멀록들에게 추가로 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1654321a48435fefc10e074ee29efd699495c005cd1c6f43ad5bc172c4d691f4.png"	""	"\"아무도 멀록을 막을 순 없으셈 ㅋㅋ\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0cfe710a69888a2934ef7082a323169fc33472508457c99d8c0505858bc0470.png"	{"relevant":true,"constructed":true}
61238	1	"61238-minefield"	10	[]	5	1466	1	"Jim Nelson"	2	"지뢰밭"	"<b>모든</b> 하수인에게 5의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/87e76194856170b5fece0237c975c273acc3a3e76021115b104e7a8e4a817dc6.png"	""	"마나 인하) 지뢰 5개 강제 나눔 합니다 (새 것)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dcb7b57311b391584b902cb92b1195ee4b51276ed66eda9a3a1fe2a5e8bed12b.png"	{"relevant":true,"constructed":true}
1026	1	"1026-commanding-shout"	10	[]	5	3	3	"Wayne Reynolds"	2	"지휘의 외침"	"이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ca8d2d2ac352d70eaca33bf01a1b56e657f13b26f90c4b2c2e2285063f8a081.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4362c0ea7e217421dcf8a37dd4fb439f37433444b0b5040be70f5aa72874929f.png"	"\"전방에 힘찬 함성 5초간 발사!\" - 전사 훈련 중"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6446125de09f07f5ac81d8dca1772c17832de972a05b9705b0f3f95ac47afd3.png"	{"relevant":true,"constructed":true}
54806	1	"54806-subdue"	5	[]	5	1158	1	"Steven Prescott"	2	"진압"	"하수인의 공격력과 생명력을 1로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f3726527aed4c8134162eb077322f84aff41056df22aa48f23687b6fb6b2d4b2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21d38d4f9b5bc8c8dfa7a62b549144e0a091d6bd32857b86aa42c36957fb2c98.png"	"겸손보다 더욱 겸손하게 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/556a477d2bb03e37aac26a7ee015e59a675ae0673c095f30a5421e1dc3f1dbfc.png"	{"relevant":true,"constructed":true}
71249	1	"71249-hit-it-very-hard"	10	[]	5	1626	1	"L. Lullabi & A. Zemskov"	1	"진짜 센 일격"	"이번 턴에 공격력 +10과 \"영웅을 공격할 수 없음\" 능력을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63fcdcb71fdc3530b7b31d062b9e4180be4172622e7e26d65382e9df1c4ed874.png"	""	"\"...진짜 빠르다고.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2546236ed9b219d434beb04fbfbdc05350fc073ecaf1d998a360fd9628a26411.png"	{"relevant":true,"constructed":true}
59456	1	"59456-partner-assignment"	2	[]	5	1443	3	"Slawomir Maniak"	1	"짝꿍 배정"	"비용이 2와 3인 무작위 야수를 하나씩 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e344c1cc64c8bba2e7136324a5c5a2c4681bf9f64e8a8a52064386650bf48431.png"	""	"\"인상이 좋으시네요. 팔자에 복이 가득하고요. 조장 하시면 되겠다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7dcef60917da69a73c1e9e87ce35d582a1c746252b8be55a5f34febab7af308d.png"	{"relevant":true,"constructed":true}
818	1	"818-far-sight"	8	[]	5	3	4	"Lars Grant-West"	3	"천리안"	"카드를 뽑습니다. 그 카드의 비용이 (3) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a6a972f953fcdbf84510c3bac87732fad23da3435422b96383e0e7725999479c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/75cc0ce76189a6f0d4c1449e73c12c86f475bb2db7f7a31e9b2a1d350238005e.png"	"드렉타르는 앞을 볼 수 없습니다. 하지만 잘 보인다고 하는군요. 뭔 소리냐고요? 글쎄요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb6a148bec37198afb928e2c845727dff002f495a60ecbaa7e4316ffc8fb9705.png"	{"relevant":true,"constructed":true}
1093	1	"1093-deadly-shot"	3	[]	5	3	1	"Steven Prescott"	3	"치명적인 사격"	"무작위 적 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f552dfc005e0527fcc1dc97f4dbc3a50f2b3e9810c2ea3bfbe76bd995aed64f1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df2483d02f2ce65e791ec140f783e30b8dc9dbf94d79d762acf9bb57c1480d32.png"	"대상이 누구든 상관 없습니다. 확실하게 처치할 수만 있다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f24f74d97b284f42bf6a838e72d53f88deb4c07c8c6740297bc34bcfd6d7b2f.png"	{"relevant":true,"constructed":true}
41350	1	"41350-grievous-bite"	3	[]	5	27	1	"Slawomir Maniak"	2	"치명적인 이빨"	"하수인에게 피해를 2 주고 그 양옆의 하수인들에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9f7d03b486c02005fef1c2661f282b65ee090a067697ac21a5ce83c5ac6a881.png"	""	"앞발을 휘두르는 것보다 약한 것 같은데... 기분 탓이겠죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7259e8a720d1f0df52b3cd5d3ab53fd568c189897cc494377abf1b67bb1b9f1a.jpg"	{"relevant":true,"constructed":true}
667	1	"667-fan-of-knives"	7	[]	5	1635	2	"Andrew Robinson"	2	"칼날 부채"	"모든 적 하수인에게 피해를 1 줍니다. 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77c7e259e120d9f5b22f989b0ca3d4793467fe201e80919561968eb60f89b929.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4bc1550d5c4ef4fa8cfc8827819f79debbc86d2841ef7b8ad3e640c33af80f4.png"	"시전할 때 생기는 바람이 시원해서 지어진 이름이란 소문이 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/540020e184dc37de80b815fddbcd70343066bf70a322c9fb9aaa00d3ea774ccd.png"	{"relevant":true,"constructed":true}
58492	1	"58492-blade-dance"	14	[]	5	1463	3	"Zoltan Boros"	3	"칼춤"	"무작위 적 하수인 셋에게 내 영웅의 공격력만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/167472e8e519aab05d6c31510743100cbcfb3163d8b837ab5603473c59780501.png"	""	"\"나에게 춤은... 살인이다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ae66e1586d38f180b7521d0f16312478c1aedb5ea3dd73c16c3cd8abe6eaeaf.png"	{"relevant":true,"constructed":true}
85051	1	"85051-chitinous-plating"	2	[]	5	1776	3	"Jason Kang"	2	"키틴질 껍질"	"방어도를 +4 얻습니다. 내 다음 턴이 시작될 때, 방어도를 +4 더 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bdee7177cfe934a2b73909fcbed6c2fe48c5f43f61b9fec86f14e63a0fbd6de4.png"	""	"튼튼하고 분리도 되며, 기계 세척까지 가능합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e02f2e357a9dd288fda7d97efb847d894537840152bc830333fe4f135ebd409.png"	{"relevant":true,"constructed":true}
830	1	"830-totemic-might"	8	[]	5	1635	2	"Trent Kaniuga"	0	"토템의 힘"	"내 토템들에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/264cb7a8ed118bca3fb2f667ae15d35d8bc74c392455aa449741b7a97bd8573c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/986830ce18c19cecd0791a688c07997877735d055dca7693eab8ebccb9d4c9d2.png"	"자, 이제 제 토템 한 번 밟아 보시죠. (사악한 미소)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d5ef7396cd216ad356bbd1e75b98e2a47e06c5d30c0e9fd5d7f3d745a0fbb271.png"	{"relevant":true,"constructed":true}
77557	1	"77557-serrated-bone-spike"	7	[]	5	1691	3	"Alex Stone"	2	"톱니 뼈 가시"	"하수인에게 피해를 3 줍니다. 그 하수인이 죽으면, 이번 턴에 내는 내 다음 카드의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8b6a9caf22a105ec32bbee195c5c14208aa9494a7799378f7de24e595bb60671.png"	""	"뼈를 깎는 노력의 성과를 보여줄 때입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06cabe3db9e0c2c641b8c05aff597005fd52836d72dfa817830345b1a67d5949.png"	{"relevant":true,"constructed":true}
72549	1	"72549-field-of-strife"	14	[]	5	1626	3	"J. Paick & K. Turovec"	2	"투쟁의 벌판"	"내 하수인들이 공격력을 +1 얻습니다. 3턴 동안 지속됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e95e3001d743a5bde16c6423015fa4dee433ec9fec8339227cd7b67e5c7d148.png"	""	"주간 난투가 열리는 날이 특히 장관입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b32955768b8bb61598de8ea95dd50b918bd4ca154acaa81472d84506ffaeb6b8.png"	{"relevant":true,"constructed":true}
78262	1	"78262-riot"	10	[]	5	1691	4	"Anton Zemskov"	2	"폭동!"	"이번 턴에는 내 하수인들의 생명력이 1 미만으로 내려가지 않습니다. 그 하수인들이 무작위 적 하수인을 공격합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08e23db1b8560601e0dd3d236adef213f23390d061fa6ed9182afff68326383c.png"	""	"눈보라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa9d6c25d3272a27ae032c1cb91e0f3278a673c85025741169b1f3cbdcb4a428.png"	{"relevant":true,"constructed":true}
1064	1	"1064-blade-flurry"	7	[]	5	3	3	"Hideaki Takamura"	2	"폭풍의 칼날"	"내 무기를 파괴하고 그 무기의 공격력만큼 모든 적 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/05c01f5fe5d549ebae9a7156d9aea530d1212f6e8dc5128d730317204d458dbc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f4cffad5076acf459b4e26ba5b36c97c2cde36127903e7475027d69a6d28c36d.png"	"\"이봐, 단검을 그냥 마구잡이로 휘두르는 것이 아냐. 그것보다 훨씬 더 고차원적이라고.\" - 샨, 상급 도적"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c10b542701979d2575e3ad37eb2d13fed5ba89e974408731dbc1c903058c0ec6.png"	{"relevant":true,"constructed":true}
1171	1	"1171-bloodlust"	8	[]	5	1635	2	"Luca Zontini"	5	"피의 욕망"	"이번 턴에 내 하수인들에게 공격력을 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd76d294d99b3738e1cf9599b11019b613632cc65319f600136978bf06c1833c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9eae162bf491af541113cc29325162e0d2e1bcf79b0eac83464dae1fa78dfa6e.png"	"우워오우아오어오우오우아우어오얽!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf6f28250cabb79d9b589c7724a6fa9b8d171f4ed7291ecd7277832e78577245.png"	{"relevant":true,"constructed":true}
38848	1	"38848-blood-warriors"	10	[]	5	21	4	"A. J. Nazzaro"	3	"피의 전사들"	"피해를 받은 아군 하수인들을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e3726ec88fc1ecfb5f5362a827bf74fc4b8583c3cf69e1c0d52eaca695e751fc.png"	""	"혈기사들과는 험악한 관계를 유지하고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3496495d78218825eb785b0081dd2e4634c25d61789c9136609695580c0a7a5c.jpg"	{"relevant":true,"constructed":true}
804	1	"804-mortal-strike"	10	[]	5	3	3	"Zoltan & Gabor"	4	"필사의 일격"	"피해를 4 줍니다. 내 생명력이 12 이하라면, 피해를 6 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4a65c254de37711f44fb6c68774eb7a0c95883c9ba482f1faba0e87144150f2.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e6df4795d5dbe111cad25b048482bbdaa55cc582edfab4b4647119b703e7f5a.png"	"\"기술을 하나밖에 쓸 수 없다면, 필사의 일격을 쓰라.\" - 전사의 십계명, 여섯 번째 줄"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bcbadbeae755b6c7975e4808949dcf7f5100caddc0efd09686d71340e82a0886.png"	{"relevant":true,"constructed":true}
