id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage
101097	1	"101097-conductivity"	8	[]	4	5	1858	3	"Max Grecke"	2	"전도"	"이번 턴에 내가 시전하는 다음 주문은 양옆의 하수인들도 대상으로 지정합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7be324dbe344db3be94644a492ca23cefc5c0ef8d8db6a90c34c6255856b6d4b.png"	""	"얼굴 없는 자는 확실히 부족했군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63deb6c47d74f515e64c77481c493973087b5c2573e391ac598aa23e4dcae196.png"
90993	1	"90993-dirge-of-despair"	9	[]	6	5	1809	3	"Sergey Tsvelykh"	6	"절망의 진혼곡"	"캐릭터에게 피해를 3 줍니다. 이 피해로 대상이 죽으면, 내 덱에서 악마를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/26dc4f9add681109528a562af823ffd579cfafb47071fbe2f43a553875408200.png"	""	"아, 고통이여!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a8b4cd9e597ce5f4d4b8e3ab8d0014c49d01fabe35d25300b9350c9d203bffe9.png"
50120	1	"50120-elemental-evocation"	4	[]	2	5	1129	1	"Konstantin Turovec"	0	"정령술 연마"	"이번 턴에 내가 내는 다음 정령의 비용이 (2) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3f10f6d12825e39215f5dd987f5f23d82c7e5723fb54a70125b47f74b51f2324.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e423ff1f2cfde979a80e9f3e06df921d5871f9d0e4756e23752aa27825a28ea.png"	"비결은 기름입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7459aed8f258da1e53d6e5e838739b8fa3845a0d3f803d5b6f5a438d01d22066.png"
56598	1	"56598-psyche-split"	6	[]	6	5	1414	3	"Evgeniy Dlinnov"	5	"정신 절단"	"하수인에게 +1/+2를 부여합니다. 그 하수인을 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/854ec40af2891ecb48fe9b2b35f4d6f2b38926ffa515050dae60054ba88039a7.png"	""	"아라코아가 새 친구를 사귀는 방법이라고 하네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3df746caa7bc215afbe64149fb58bcff2b3efc0f5511866fa6f826257ee97d2f.png"
97052	1	"97052-smelt"	10	[]	2	5	1858	3	"Grafit "	2	"제련"	"내 손에 있는 무작위 하수인에게 +3/+3을 부여합니다. 방어도를 3 잃고 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aed1d1e60b503558be6ef05abe69cfdbf5e2236fd6a65a10d8bd9140c4f8eff4.png"	""	"카즈고로스는 제련 실력이 뛰어나 항상 재련 일을 도맡고 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/748c4008229ba0e77a5197ffeafbf6a7974d13e0a179e9bc902d5a9ee749be6b.png"
59869	1	"59869-immolation-aura"	14	[]	7	5	1414	1	"L. Lullabi & K. Turovec"	2	"제물의 오라"	"<b>모든</b> 하수인에게 피해를 1 줍니다. 2번 발동합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7ae94dc47e56ec379341bda3b7479255ab2edf30d56130df551de10c3792ff47.png"	""	"열기가 너무 뜨거울 땐 잠시 꺼두셔도 좋습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b05c78aeb6c79710320eca36552fdba052b31c4ceec7dc99cbe61425e73294f.png"
56385	1	"56385-incanters-flow"	4	[]	1	5	1414	1	"David Kegg"	4	"주문술사의 흐름"	"내 덱에 있는 주문들의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0ecb518c50f6902a6d97d3ea486f4885172f8122ec0dda2138f23ec7bf1483e.png"	""	"모두 손을 들어 외쳐 (주문!) 이 흐름에 몸을 맡겨 (흐름!) 느껴 주문 비용 감소 (이득!)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffd0317ac96832ebe405f202baf9d14d79251fb86d2c05a310e1da7d4412223d.png"
40517	1	"40517-felfire-potion"	9	[]	7	5	25	3	"Arthur Bozonnet"	6	"지옥불꽃 물약"	"<b>모든</b> 캐릭터에게 피해를 5 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a64003b6456afa8cf271e7fa25473d1d405eba41fc5fbe6670b18987db54bee5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/240636c605a8575080c4dcb5a279526118b2c23c09c7aac25ba4bbb4e2f6f736.png"	"카자쿠스는 임프 일꾼들에게 지옥불꽃을 만들라고 밤낮을 닥달하지만 수요를 따라가기는 힘들어 보입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9b650018f870f214adff05c73dded99210a3ebd6122218a46b9ea63e44c1238.png"
98390	1	"98390-cold-feet"	1	[1,5]	3	5	1809	3	"Angelica Alieva"	2	"차가운 발"	"다음 턴에 적 하수인의 비용이 (5) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc15c1b65c008c4f37c0222489142b0eafdaaa1655476eda40255dac9c265cc2.png"	""	"무대 위에서 얼어버렸네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ddd971a32c90907a9f4516b4d7f7836282c1e771d5874fcfaa58fd036459f8e.png"
47978	1	"47978-astral-rift"	4	[]	1	5	1127	3	"A. J. Nazzaro"	2	"천공의 균열"	"무작위 하수인 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/64b399007bbd794f27f40a83b306306d111042766dd5a51201f632fb5a4c7d92.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/08814e392672efbc77813ad84662bcd9716f48443442404f7c1389b6e443fa5d.png"	"1번 균열 뒤에는 무엇이 있을까요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82bab61f8c90d1837c271b35717936d2472d12c8f88842df975f15a6bca644f8.png"
47549	1	"47549-divine-hymn"	6	[]	5	5	1125	1	"Tom Baxa"	2	"천상의 찬가"	"모든 아군 캐릭터의 생명력을 6 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/861173872aa46c812d16c04361ee8787ebfa78bc96df59f72da352ec1e4d2124.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ae75029e763b9e9c7bdf5de33394b72bada6f53cf604e738855a4e7e840d033.png"	"한 옥타브만 올리면 스테인드글라스 골렘을 아주 효과적으로 상대할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97a604dcfdf4b4aae86a90e6bb8656c5f990b4cf4d43308137d145925c55df1a.png"
98253	1	"98253-the-stars-align"	6	[]	1	5	1858	4	"Hideaki Takamura"	3	"천체의 일치"	"내 손에 있는 하수인들을 비용이 (3) 높은 하수인들로 변신시킵니다. <i>(실제 비용은 변하지 않습니다.)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d50bf319e97d76f0be9a71e7ca29377b963a750d846b2d1dcf62d5313d960fe.png"	""	"좋은데요, 사막 방첨탑 3개라니!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c8a53a9f428caa71f4a56fe8e2b20c66d25021455a6bc77cbdf8650cbc0d6c1.png"
40936	1	"40936-pint-size-potion"	6	[]	6	5	25	3	"Matt Dixon"	1	"축소 물약"	"이번 턴에 모든 적 하수인에게 공격력을 -3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3e51c80700172f7403592f54cb6a00fc864c44f6d5940c1d104d4144aef3f6d8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e984ea7ea505b6c810f54bbd0a3ac3179d0d204feb6db7c3b6e25b8e10e604e2.png"	"설마 어둠의 권능: 공포 카드를 마력 추출하진 않으셨죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e18204c2834155313d51a15bc03e9c90d61f111dd241f1a76e4f8b1d284defd8.png"
2612	1	"2612-healing-wave"	8	[]	4	5	15	3	"Luca Zontini"	3	"치유의 물결"	"생명력을 8 회복시킵니다. 각 덱의 하수인을 공개해 내 것의 비용이 더 높으면, 생명력을 16 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f868901980a87bc6a7391822c8064adff7f28bee92fab2bc2187394b5276ec08.png"	""	"복원의 길을 걷는 주술사들이 즐겨 쓰는 주문입니다. 가끔은 치유의 해일에 가까운 효과를 냅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f6cea02572d228d9a4a7fe72e1e3d03b02de703af8142e433506f146f089bf1.png"
90440	1	"90440-crescendo"	9	[]	7	5	1809	3	"Konstantin Turovec"	2	"크레센도"	"내게 탈진 피해를 줍니다. 그만큼 모든 적에게 피해를 줍니다. 내게 탈진 피해를 줍니다. 그만큼 모든 적에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24d8a39d7725a9abeb06687e952bb6ab5d1880ca48a2151114887d9bbbdd542e.png"	""	"지휘자가 팔을 열심히 휘저을수록 관현악단은 더욱더 뛰어난 실력을 발휘하죠. 진짜예요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/007e8ac5bbc6e77e02a61f33d0c17a055e58342f78f8ab0e1147b1655c23b8c3.png"
55935	1	"55935-molten-breath"	10	[]	2	5	1347	3	"Anton Zemskov"	4	"타오르는 숨결"	"하수인에게 피해를 5 줍니다. 내 손에 용족이 있으면, 방어도도 +5 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5ac5fd9d4c61d29da750869db3183e3fa26ee23a862fbc0d36c283fda6838070.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eadea2522ab1c206d01c8ba6b252218a3936e3a6b9cbdaa61193aafbe3206439.png"	"피자가 너무 뜨거워서 다른 사람들의 혓바닥까지 델 정도입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a41a09f5f65469bfaf4adfc32b0117d5c8f93d3129deb0784442226469f94543.png"
40694	1	"40694-devolve"	8	[]	4	5	25	3	"Sean McNally"	2	"퇴화"	"모든 적 하수인을 비용이 (1) 낮은 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0780f2b2ec96e3d267e610bd8972245948ec86e709217bf669c1c2f940fd0963.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0574b3db2515d6df2349d2e74a6d537174745aad212ab6aafa3fc2b155125fc8.png"	"라그나로스가 아래를 내려다보았습니다. 자신이 이상한 전쟁 골렘 같은 것으로 변한 걸 보고 부르짖었습니다. \"내게 무슨 짓을 한 것이냐!\" 하지만 그의 입에서 나오는 건 기계음 뿐이었고, 급기야 그는 울기 시작했습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c48ad1b6432a2e968b848ff43f5671b503324da64c6a18374f3723767bb2b38d.png"
90687	1	"90687-fight-over-me"	6	[]	6	5	1809	4	"Vika Yarova"	4	"팬심 경쟁"	"적 하수인 둘을 선택합니다. 그 하수인들이 서로 싸웁니다! 싸움에서 죽은 하수인들을 복사하여 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af0a2c06e64a7d493d86a89ca4203b220ee2b05693522f3265c72e3727aad719.png"	""	"얼라이언스와 호드의 싸움만 치열한 줄 알았죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adc8032dd45f2daf275d6c4815561dd759e4c049c1ca073016bae448fe25a514.png"
98248	1	"98248-serenity"	6	[]	5	5	1858	1	"Mooncolony "	4	"평안"	"모든 적 하수인에게 공격력을 -2 부여합니다. 공격력이 0인 적 하수인들을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb02e6569b1b6cf5bf0ed16f4c59c03d7c9c59507e7061413b88e3b72e2d2b94.png"	""	"라덴은 여가 시간에 요가를 가르치는 것을 좋아합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f05a8ed801cd6b07bccdfb5dd14588de24935d1a3a2a79f09abfa1c82ac2894a.png"
40957	1	"40957-blastcrystal-potion"	9	[]	6	5	25	1	"Zoltan Boros"	4	"폭발성 수정 물약"	"하수인을 처치하고 내 마나 수정을 1개 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/778230582d88b1d0a0f5c673c6a01cf35992fe9aea1519a5803319f09f317f20.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0d631e54d7a89b4819b821269f2be7f0dac43937fcef9d87a5ee24ff7922114e.png"	"\"물약\"과 \"수류탄\" 사이에는 아주 큰 차이가 있습니다. 바로 \"차이가 없다\"는 차이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed5724c68dfd14ceef508ff294d0d8382da5a973e36334e89864c42896babb03.png"
56098	1	"56098-explosive-evolution"	8	[]	4	5	1403	1	"Rafael Zanchetin"	2	"폭발적인 진화"	"하수인을 비용이 (3) 높은 무작위 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ab2597d5bf06a61d182e46a49787f17089230adc6412935713a2abaf97725a07.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5c81475890bf5679280d02bb744f8796040ac8a736eebc8ddecdb86c46fa100b.png"	"고블린들의 실험 정신 하나는 정말 알아줘야 한다니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cd08a9a5d6b556f6987f530976265d5b98d99da46382981d457db59ca0bd130c.png"
48161	1	"48161-the-storm-bringer"	8	[]	4	5	1127	5	"J. Paick & K. Turovec"	6	"폭풍 인도기"	"내 하수인들을 무작위 <b>전설</b> 하수인으로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0869d4c3797032ec14839ef81c3603eb448f8f41fedfd67f99f59251cffbde81.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/081bdf70b1d05b20155bbd2d5b948b391eff51da9e36659380fe3c97725a2db1.png"	"마침내 엘렉트라가 재택 근무를 해도 되겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a78e21b0afdeacc045ad9f6181a7467636ae205be4501b1c8ef19fda85f74f03.png"
48837	1	"48837-floops-glorious-gloop"	2	[]	4	5	1127	5	"Arthur Bozonnet"	1	"플룹의 수상망측한 수액"	"이번 턴에 하수인이 죽을 때마다 이번 턴에만 마나 수정을 1개 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/04227090204da9f0df9e194947e7682414b16dddcc8cf8ce4d185811d3487607.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6401810cc771859b788925e6451d9c2a15d6ef23cefc7bb06bcb7c83b99b070.png"	"수많은 수순을 수없이 수립하고 수정하여 수습한 수상망측한 수액입니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dc9455671537ef6626e57a004ca1ea7a5936e9da19c5c2f67d3c8e586d334ec1.png"
97530	1	"97530-mortal-eradication"	9	[]	6	5	1858	3	"Slawomir Maniak"	3	"필멸자 박멸"	"모든 적 하수인에게 5의 피해를 무작위로 나누어 입힙니다. 처치한 하수인의 수만큼 내 영웅의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95d014139cae2e57a4b9a3fec6c5b151fe3c6198f065cf44a3737fd12b4649f9.png"	""	"생명력이 6 이상인 모든 건 죽지 않습니다. 길거리 요술쟁이도 마찬가지죠. 설정 오류를 해결하기 위해 길거리 요술쟁이를 너프합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ed31d31d0032eb79cba31c975a34b439a82be35666593b7859ed5ce8f499a00e.png"
51373	1	"51373-hagathas-scheme"	8	[]	4	5	1130	3	"Arthur Gimaldinov"	5	"하가사의 계략"	"<b>모든</b> 하수인에게 피해를 1 줍니다. <i>(내 턴마다 강화됩니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b61f99424390d1c6cf5fc4755696976b097ca7d4ba45eef034dcaebe38b18d28.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3d51d3387d734942196d023cbb8faf5662394bdb344765e14a2ee6f02bba147e.png"	"\"모두 고통받으리라!\" \"하지만 하가사 님, 우리 하수인들만 있는데요...\" \"모두!!!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a5ab71128ec00519059de07b3cb49263a55ad80342b28f4028cda7af60f19695.png"
40393	1	"40393-bloodfury-potion"	9	[]	6	5	25	3	"Raven Mimura"	3	"혈폭풍 물약"	"하수인에게 공격력을 +3 부여합니다. 대상이 악마면, 생명력도 +3 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c7f2a2950cdbe9dd78a8f678d92fc7566d03de4f9d68b737079d9478a260f553.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/56fc2fefa207c773786b9ea12c831d804cedcdfc8fa95b7f7301397bd355aa3c.png"	"내 속을 부글부글 끓게 하는 게 뭔지 알아? 바로 혈폭풍 물약의 치솟는 가격이지!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/645cbc5019b6bd21e1a2e3b1095cb4e1ce6af17adbad25f40b16c017bd590ce5.png"
2564	1	"2564-confuse"	6	[]	6	5	15	4	"Sean O’Daniels"	2	"혼란"	"<b>모든</b> 하수인의 공격력과 생명력을 바꿉니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d521c197036e3ecf79e34ddce1a2d8b99b00533f0da8fb5bac5196017509414b.png"	""	"완전히 정신 나간 폭격수가 광기의 연금술사를 던지면 이런 느낌일까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbf922f71698e6b502ab2cf9d405c3fce485a2fe9e838934ca87933aabcaf78b.png"
40297	1	"40297-volcanic-potion"	4	[]	2	5	25	3	"Konstantin Turovec"	3	"화산 물약"	"<b>모든</b> 하수인에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ea1aed8cd601bbe11defc5b2c68631e884ea2b2d3af49a957e6286b2b096542f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2b83f3b42de0728620a65d30bd5835a5b25066726cf3212268dae5a6faed6b8d.png"	"카자쿠스의 일급 비밀 요리법에 들어가는 일급 비밀 재료입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cfa2064facfa737c12d6afc9458f572e477c344e2e579a2527ee44e0feef58b.png"
2539	1	"2539-flame-lance"	4	[]	2	5	15	1	"Nutthapon Petchthai"	5	"화염창"	"하수인에게 피해를 25 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2ac583a5640805c684a487d8cf1221ed4e2aaf6631d99d046f501a5f0e16e4c.png"	""	"창에도 여러 종류가 있습니다. 얼음창, 화염창, 산성창, 그리고 와장창."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4c22dbddd8bd2a242a8004b8c4f2bbd2345eebe5298feb75ab9b2bf21834ed8.png"
56389	1	"56389-evocation"	4	[]	1	5	1414	5	"Gonzalo Ordonez"	1	"환기"	"내 손을 무작위 마법사 주문으로 가득 채웁니다. 내 턴이 끝날 때, 그 카드들을 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59f967383752d946e04a387d34b60cf349932a4f0163786a2c524a54b92188d3.png"	""	"주문 님이 로그인 하셨습니다. 주문 님이 로그아웃 하셨습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b49a70fe2390f9abf4039db611d7fadb3398024cb9efe661711f7f90774d483e.png"
101003	1	"101003-twilight-torrent"	6	[]	6	5	1858	1	"Zoltan Boros"	2	"황혼의 격류"	"캐릭터를 선택합니다. 아군 캐릭터라면 생명력을 6 회복하고, 적 캐릭터라면 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/625a5ae3a3d1f548fba1cfe9a367d2e917880025ecf48df7e119df8919cf89d7.png"	""	"전자였으면 좋겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95ce65301d94b0dce5203f23e05e18a2d71a3967f003f5b52e2a86ca643b6559.png"
