id	collectible	slug	classId	multiClassIds	spellSchoolId	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
53971	1	"53971-holy-ripple"	6	[]	5	5	1158	3	"Anton Zemskov"	2	"신성한 파장"	"모든 적에게 피해를 1 줍니다. 모든 아군 캐릭터의 생명력을 1 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02f704e87ded0f49be6602c26aff7b5c59964d0cdcbe6c2fa2327ae6c058d4f6.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f9fd53718406fdfcf39bb462f9b41363349fa449f09218cbd37f8839c285d5db.png"	"\"파장님 광힐이랑 광딜 좀 부탁드려요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f0518731597cf4b48563fefebb19800bd979ff02c09ce90c0d39e6a21822432e.png"	{"relevant":true,"constructed":true}
841	1	"841-holy-nova"	6	[]	5	5	1635	2	"Luca Zontini"	3	"신성한 폭발"	"모든 적 하수인에게 피해를 2 줍니다. 모든 아군 캐릭터의 생명력을 2 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/50b22b59c6e11533975e0638867e9bbca879d54e4dfa08a13a5b0abc3d10ef71.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c432a7a0a7b2a7f63cc8003f0ddfee9045e52cb186a547b44d32db5847a93053.png"	"이 주문을 썼는데 당신이 피해를 받았다면, 신앙심이 부족하거나 나쁜 놈이란 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/687be88c7ac995fc525f78da24bb61d32ebbe1b31bd264217509393cf0202f8e.png"	{"relevant":true,"constructed":true}
476	1	"476-consecration"	5	[]	5	5	1635	2	"Vance Kovacs"	3	"신성화"	"모든 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1221f56c0a43b977beefe9a85edbc6c5cabf56cd8bd1f4320fb4f1d6d8d8ba1.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9d8c7011660df747b497b71b86bd1b044c2b774148b927b5edaa833945f0dcac.png"	"신성화된 땅은 신성한 에너지의 빛을 뿜습니다. 하지만 냄새도 좀 풍깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ad887393284aa50f0dd5cd74fe456a1c322702e8897ea1a77adcc3a6644b814f.png"	{"relevant":true,"constructed":true}
435	1	"435-holy-wrath"	5	[]	5	5	3	3	"Justin Sweet"	5	"신의 격노"	"카드를 뽑고 그 카드의 비용만큼 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd8da79aa1992e58a112ad9b8fa4485b0d47f9dd4bc7ec4d145fd7dabf3f56f5.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a2d10c296ad7e6a77418a432ff03886e34a1f596f37dc0c8323b3b4bfbdbadf8.png"	"제발, 용암 거인아 나와라!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a5cbd860986632b79b902303c3fc25deb80131c830bf072079a1dfade6ae18c.png"	{"relevant":true,"constructed":true}
62872	1	"62872-power-word-fortitude"	6	[]	5	5	1525	1	"Konstantin Turovec"	8	"신의 권능: 인내"	"하수인에게 +3/+5를 부여합니다. 내 손에 있는 주문 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5661bb41a034d237102558c0c6cc50ef8629010acf5f24c4992cace261287fac.png"	""	"다이어트 할 때도 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/42c90fa361f83ce40b2d2a0c35679719660ad795711e93b2a5c901e14852451c.png"	{"relevant":true,"constructed":true}
38426	1	"38426-power-word-tentacles"	6	[]	6	5	21	1	"Jesper Ejsing"	5	"신의 권능: 촉수"	"하수인에게 +2/+6을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/86c359ef2b3903bcc409b1a44ae089b2d4a532eee8dcb259c03f5f395cd9fc62.png"	""	"촉수에 휘감길 것을 알기에... 당신의 의지가 충만해진다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/83cc2fbd9b027d3ac321c3b7b8494d55d3046faf37b53f92518e59d578f2772a.png"	{"relevant":true,"constructed":true}
679	1	"679-divine-favor"	5	[]	5	5	3	3	"Lucas Graciano"	3	"신의 은총"	"상대편 손에 있는 카드와 같은 수가 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf49843d94cfc18afd6ed7d767267c488f6e15813470024aaeeed59e05cb6d3e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2cdabfdd3adc5ea9b8d2b636ea5bed8f3c59bfc4bdf3548db83a73bc6078b3ae.png"	"그냥 은총이 아니라 신의 은총입니다! 누군가 침대 밑에 숨겨 놓은 비상금을 찾아내 주는 것 같은 일이죠!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/303b9695133c06837539b1cf2c84b7e100fe6fc2ce480ca752f769eca22651fb.png"	{"relevant":true,"constructed":true}
594	1	"594-lay-on-hands"	5	[]	5	5	3	4	"Raymond Swanland"	6	"신의 축복"	"생명력을 8 회복시킵니다. 카드를 3장 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7d1fb9c102df42795f37323089fddeb0ba27a6868f086f2aa969229f5c3b9e32.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/63397eb93fd91c9eabe8a74e5413c3d243fc313fe0a58700fd0440b50b1d2f1f.png"	"당신의 목숨을 구해줄 단 한 장의 축복 같은 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/920ac377650fc82c111ad290f4a64e313fa4e961453261aab7c67db6c511d68e.png"	{"relevant":true,"constructed":true}
39716	1	"39716-silvermoon-portal"	5	[]	5	5	23	1	"Jimmy Lo"	3	"실버문 차원문"	"하수인에게 +2/+2를 부여합니다. 비용이 2인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82e74d26b90bae79debc1527b54e397f860f5c6c011f08b2340d2acec9aa92c3.png"	""	"밀하우스 마나스톰이 왜 실버문에 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/17e0d3bf82ee4c2510200c74f9faff4bb4fad63d6c11e5575ba21476d267598d.png"	{"relevant":true,"constructed":true}
71922	1	"71922-abyssal-depths"	14	[]	6	5	1658	1	"BOSi Studio"	3	"심연의 나락"	"비용이 가장 낮은 하수인을 둘 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1df5fade18a873430c462962fd26a4296c1bdeafbe495511f2137a82ae0084b2.png"	""	"기쁜 위습의 소리가 들려옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/167091c5b24190f9b12e89e1f08242307d31e0d1732e5fa0dabdfed2488a0853.png"	{"relevant":true,"constructed":true}
39747	1	"39747-ironforge-portal"	10	[]	2	5	23	1	"Nate Bowden"	4	"아이언포지 차원문"	"방어도를 +4 얻습니다. 비용이 4인 무작위 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/254c30a7170bf3e27916e0481671bf08472e39e598c51a01e20743ff7b5e1ae2.png"	""	"철로 된 제련소에서 철을 제련하는 아름다운 아이언포지로 오세요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/314d8b7f525279f6b1098fb7a50ca2aa64999a0d0ba76375ea9f6c1b9c6015d5.png"	{"relevant":true,"constructed":true}
72929	1	"72929-gifts-of-azshara"	4	[]	1	5	1658	3	"James Ryman"	2	"아즈샤라의 선물"	"카드를 뽑습니다. 내 손에 있을 때 나가를 냈으면, 반복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21401905299f589435da99e30117af486b4e15888577faf31a65334dcb59cfdb.png"	""	"\"요새 비전 마력으로 이렇게 마사지 해 주는 게 또 유행이거든요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/02feae94b38510427312190ee5d564a688e004a21f6808422495a45923d905b4.png"	{"relevant":true,"constructed":true}
1142	1	"1142-demonfire"	9	[]	7	5	3	1	"Ben Wootten"	2	"악마의 불꽃"	"하수인에게 피해를 2 줍니다. 대상이 아군 악마면, +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/320820ed68b31858bf4d1366fcb16764a91c2576f10a6cb68637edbb5dc86a91.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c15ebf71a59be79517dc14973d0bc34c2923d26307ff9d74fe13697e4ccb7c7.png"	"악마의 불꽃은 절대 꺼지지 않는다는 점만 빼면 일반 불꽃과 똑같습니다. 그러니까 이 불 좀 꺼주세요!!!!!!!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d976425d777426e4703eab8be76556e74672fe20eb5ac3844f3c982c71631770.png"	{"relevant":true,"constructed":true}
1985	1	"1985-demonheart"	9	[]	6	5	13	4	"Kerem Beyit"	5	"악마의 심장"	"하수인에게 피해를 5 줍니다. 대상이 아군 악마면, +5/+5를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e039e0cc0c5e3720e5433f329dfb2ac4435acd70427bd73a7e0362f5092fe101.png"	""	"친악마 단체에 소속된 사람들은 모두 흑마법사라는 사실, 아셨나요? 놀랍네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/adc4bb10fe1bc7fb158959406fa0665658010de113f7bb1fc4f51ad94c863b29.png"	{"relevant":true,"constructed":true}
147	1	"147-shadowflame"	9	[]	6	5	3	3	"Dave Kendall"	4	"암흑불길"	"아군 하수인을 처치하고 그 하수인의 공격력만큼 모든 적 하수인에게 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/477ee99375ce5c9d639f834d67413fa406336511af58c0f6053bf7974d2af354.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/427cb12eb00802621d7705037abedd8f79640bf125915285494bc8a21d1bf074.png"	"강력한 하수인에 암흑불길을 살짝 섞어 주면, 행복한 시간을 보낼 수 있습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/678205cf5b4d1bc29266f8f61d032b1145e8e083dbaa0dece7934dfd64faf6da.png"	{"relevant":true,"constructed":true}
220	1	"220-shadow-madness"	6	[]	6	5	3	3	"Mark Gibbons"	3	"암흑의 광기"	"공격력이 3 이하인 적 하수인을 이번 턴에만 조종합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/996fa2001c8010b27466e9e2fc22696092e3eb32bd1f66273c43f825dbca45b8.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/98a218d8a44e7961bb8cbc61397a444dc1fc27dc70dd9f139018622de8575c71.png"	"당신이 뭐라고 변명하든, 상대편 입장에선 짜증납니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/536c10104f2c0b8fefcea49a510932d7b2cb2546285cb7d8fb14ad9ff8627580.png"	{"relevant":true,"constructed":true}
42804	1	"42804-shadow-essence"	6	[]	6	5	1001	3	"Matt Dixon"	7	"암흑의 정수"	"내 덱에서 무작위 하수인을 복사하여 5/5 하수인으로 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0022d62ffe4ca939eed1e0bb86aa48dd41e6f13ea6ee4ad73f043731ed0f5ef1.png"	""	"병에 담아서 팔기에는 어렵지만 효능은 확실합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/77329214ed14b2b5b89b226768e73ca786f70217e23de26e745f693078b70784.png"	{"relevant":true,"constructed":true}
846	1	"846-power-overwhelming"	9	[]	6	5	3	1	"Tom Baxa"	1	"압도적인 힘"	"아군 하수인에게 +4/+4를 부여합니다. 턴이 끝나면 그 하수인은 죽습니다. 처참하게."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/61fd5fac6d1508c4d212f40ff14c17114fe7378182607263a9ab00d383437456.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/981b21a8457d27a07931622a0952f253529652e49109afcb1772af12fdfdf68f.png"	"얼마나 처참하게 죽는지 차마 말로 표현할 수 없을 정도입니다. 너무 끔찍합니다! 아니, 끔찍 그 이상입니다. 그냥 상상하지 마십시오."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fdf1b01197fd2b699c4d3a27ea785181105d8e90e11ea14ffb07f598e9b164bd.png"	{"relevant":true,"constructed":true}
85050	1	"85050-wither"	2	[]	4	5	1776	4	"James Ryman"	1	"양분 추출"	"하수인을 선택합니다. 각 아군 언데드가 그 하수인의 공격력과 생명력을 1씩 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a7e46587b3b441951759475e932ac509d4a020fab71a19b1c27888d32de72e42.png"	""	"이것만 없었어도 건강을 잃지 않았을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c99eda7507b915fdfefce839ec24151f615505563a8f1f74a68a19b1ca8d7da2.png"	{"relevant":true,"constructed":true}
42469	1	"42469-dark-conviction"	5	[]	6	5	1001	1	"Arthur Gimaldinov"	2	"어두운 신념"	"하수인의 공격력과 생명력을 3으로 만듭니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b55c7c3fdd3717a4cb25f7cb6a2f980376b9e84cc91800a2bc7298e9b0a20b68.png"	""	"우서의 법정에서 그는 모두의 심판관이자 배심원, 처형자입니다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/043b1e74fd28d3073b5bb77c6c06393f974563e13880521ad470e5ac03a0db63.png"	{"relevant":true,"constructed":true}
38461	1	"38461-renounce-darkness"	9	[]	5	5	21	4	"Dan Scott"	2	"어둠을 등지다"	"내 영웅 능력과 흑마법사 카드를 다른 직업의 것으로 교체합니다. 교체된 카드의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/906df23b2fb1e016aeffa974e801be8cf1fc84fe45b70927377edbc5bd73498d.png"	""	"어두운 날들이여, 모두 다 안녕!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f1151dd19800ff251d48ae56752fe8cf252824a588c6417131b19ce49448b658.png"	{"relevant":true,"constructed":true}
38439	1	"38439-embrace-the-shadow"	6	[]	6	5	21	4	"Rafael Zanchetin"	2	"어둠을 받아들여라"	"이번 턴에, 생명력을 회복시키는 내 카드와 능력들이 그만큼의 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/90ebf7b234b9c9dddea0b69106a8e9f320a935d7250a6a2d7b7e61783e4684a9.png"	""	"아키나이 영혼사제가 휴가를 냈을 때 필요한 카드입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e638ea91dfd1e73a17c6f4b525cbc1d07faec84420b4effdd021a127e2f9c08c.png"	{"relevant":true,"constructed":true}
1367	1	"1367-shadow-word-pain"	6	[]	6	5	1635	2	"Raymond Swanland"	2	"어둠의 권능: 고통"	"공격력이 3 이하인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/07e4653b8192a9c5e3ba6a01bda023e34805b7e09f80b7a734956f94ba1ae83a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4899bc887b6763229c17fe596486031d764451c49ac7b31b3e8b541979bd6c69.png"	"초급 수행사제들이 배우는 \"어둠의 권능: 성가심\"보다 한 단계 높은 등급의 주문입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9c9e503052db7b19df6296a5cd12b74ac71b0d7e893a901ac1510fd961efabe2.png"	{"relevant":true,"constructed":true}
38433	1	"38433-shadow-word-horror"	6	[]	6	5	21	3	"Andrew Hou"	4	"어둠의 권능: 공포"	"공격력이 2 이하인 <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0440cb85c7629599319fac786f92b1700f048a9592e5dd52d1aaed12658b9f00.png"	""	"\"어둠의 권능: 소용돌이에 모두 빨려들어가기\"보다는 훨씬 간결하지 않나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52a6d0cd1bbe8ee5bb0fe4ff2eae5ffdf691ab154b6af485bdada17e09b19728.png"	{"relevant":true,"constructed":true}
84206	1	"84206-shadow-word-undeath"	6	[]	6	5	1776	3	"Konstantin Turovec"	5	"어둠의 권능: 불사"	"모든 적에게 피해를 2 줍니다. 지난 턴 이후에 아군 언데드가 죽었으면, 피해를 2 더 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/29f8a345521a4eaaaaabda8367177c39fc4f70cd8766125b8b493aa8aa43e067.png"	""	"고막 테러 주의하세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3387b67d9f22bc19d397a047a41f11fa954835a2d1848de5943f0a45b363ad63.png"	{"relevant":true,"constructed":true}
1363	1	"1363-shadow-word-death"	6	[]	6	5	1635	2	"Raymond Swanland"	2	"어둠의 권능: 죽음"	"공격력이 5 이상인 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00ff4b880d64051979c5706ee8ead11e4b2ac07a08c735511ed4f9fea587bb20.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba35133adaa2ccec20bdf6ef0564e9503584705879063bb535252c2069157831.png"	"빗맞히면 대상의 이마에 번개 모양의 흉터를 남깁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b182050f0ad30f10cce509198dab2870ce482368176c62bc8f41c135c4a47d94.png"	{"relevant":true,"constructed":true}
70020	1	"70020-shadow-word-devour"	6	[]	6	5	1626	4	"Evgeniy Dlinnov"	1	"어둠의 권능: 포식"	"하수인을 선택합니다. 다른 <b>모든</b> 하수인으로부터 생명력을 1씩 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5e7031180ec6dd2252ede2d0a6c1bf415f4a3b471e003694431d3dd8aadc6143.png"	""	"영혼을 포식하는 건 뷔페와 같아서, 이것저것 조금씩 가져와야 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45b33c25af5e42c68b768b073f310deee9640700f3eb54d9d9019b28496fa128.png"	{"relevant":true,"constructed":true}
60070	1	"60070-shadow-word-ruin"	6	[]	6	5	1635	4	"Ben Olson"	4	"어둠의 권능: 황폐"	"공격력이 5 이상인 <b>모든</b> 하수인을 처치합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94494f054c01a8ea035af501117cc82cda924b8ba4c6cef3d00a909eac0ba1c6.png"	""	"새로 산 흰색 수의에 음료수를 쏟아버린 한 늑대인간 사제에 의해 처음 발견되었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3545b79b67337144dcc84b354f30630683ed136463e981a8885a96d2d6533c01.png"	{"relevant":true,"constructed":true}
43128	1	"43128-dark-pact"	9	[]	6	5	1004	1	"Slawomir Maniak"	1	"어둠의 서약"	"아군 하수인을 처치합니다. 내 영웅이 생명력을 8 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5b081085abf4b814730920e44b663c168892df2cdc00f579106da595e637d349.png"	""	"\"글자가 잘 안 보이죠? 하하, 그러게요. 인쇄기가 고장났나? 일단 여기 서명부터 하시겠어요?\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ba5139bfb019c37a78f2230167b98e5ab0361ee59df193db60f24c3e9a33506.png"	{"relevant":true,"constructed":true}
45308	1	"45308-embrace-darkness"	6	[]	6	5	1001	4	"A. J. Nazzaro"	6	"어둠의 은총"	"적 하수인을 선택합니다. 내 턴이 시작될 때, 그 하수인을 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd08299761c7d6297e20e5e403243d71cded245eb2be3b3b9ba1d066e11536a0.png"	""	"좀 익숙해지면 어둠이 꽤 포근한 곳이란 걸 알게 될 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fa058300c00d94f1aa8b9ad92fd32b08da9874a2d3ec6185a9ea1f24ed4a2ecf.png"	{"relevant":true,"constructed":true}
914	1	"914-shadow-bolt"	9	[]	6	5	1635	2	"Dave Allsop"	3	"어둠의 화살"	"하수인에게 피해를 4 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5642ec5f779f87b43f5d40975543baaa75908346065d23be8c1134dd213883d0.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b60adddc2107471b15333c039cdc196a08488c90b2900794de3446c7efcdfb8c.png"	"화살인데 어둠의 힘으로 만들어졌답니다. 설명이 더 필요한가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e98b0d001dd3c6a1dd8a659cc596b5548732d273ebba292ce66ca9bdb2827e5.png"	{"relevant":true,"constructed":true}
67194	1	"67194-frozen-buckler"	10	[]	3	5	1626	4	"Konstantin Turovec"	2	"얼어붙은 버클러"	"방어도를 +10 얻습니다. 내 다음 턴이 시작될 때, 방어도를 5 잃습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e6ce851293e7fde01a03157e316a0e91405613da762ce37e05a2a738b9da28fd.png"	""	"\"기다려 봐, 얼음부터 하나씩 깨자고.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2a6fb19ddf06baace72e3850a8857ba26b4576c3a6161dd866e693dcbb636bd.png"	{"relevant":true,"constructed":true}
42763	1	"42763-ice-fishing"	8	[]	3	5	1001	1	"Jaemin Kim"	2	"얼음 낚시"	"내 덱에서 멀록을 2마리 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df6c274c08e0e93486683bc6dfc2da726e98a1401da9cf041d962e5aa4bf22d3.png"	""	"반짝이는 물고기, 전투 물고기... 터지는 물고기, 낚여라 물고기..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0627026873edab49e35bcca28350603f6a2da041d1fc9cd52b230c46e1799700.png"	{"relevant":true,"constructed":true}
61971	1	"61971-backfire"	9	[]	2	5	1466	1	"Anton Zemskov"	3	"역화"	"카드를 3장 뽑습니다. 내 영웅에게 피해를 3 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f6a6c5f85872ba570d4c9ddea314c97801d29b146544d7c3b566aeeefdb5e9a3.png"	""	"\"이제 내 차 주유는 임프 손에 안 맡겨!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a029be7c492ab4f7fb4568ed39ab72038e058ef96375cf827404da21f71b264.png"	{"relevant":true,"constructed":true}
71694	1	"71694-multi-strike"	14	[]	7	5	1658	3	"Moon Colony"	2	"연속타격"	"이번 턴에 내 영웅이 공격력을 +2 얻습니다. 적 하수인을 한 번 더 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b4740354db90cdc322687922d20a1a6adce23d8103762851124ee2f2e9ec11d5.png"	""	"한 번 더!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/288159661d4002f56b9853c52db385b088eab91c94c78d66e6b281df3137c837.png"	{"relevant":true,"constructed":true}
63192	1	"63192-soul-rend"	9	[]	6	5	1525	3	"Arthur Gimaldinov"	4	"영혼 분쇄"	"<b>모든</b> 하수인에게 피해를 5 줍니다. 처치한 하수인만큼 내 덱에 있는 카드를 파괴합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5302a05ff956dbf8accd4e55e045fb1007d8ff9bf8077e57a03c1972f25d046d.png"	""	"흑마법사가 죄책감을 느낀다면 이런 느낌일 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39b6f40893f275fb6d93dc0435107ac407ba035ce465ec5da32d73d9beaab7f6.png"	{"relevant":true,"constructed":true}
58246	1	"58246-soul-split"	14	[]	6	5	1463	3	"Slawomir Maniak"	4	"영혼 분열"	"아군 악마를 선택합니다. 그 악마를 복사하여 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/deee860f274f3c7f4e0c05491c78633a6ec942bb1ce65f8c9280bfddb926fcfe.png"	""	"이 중에 누가 형이고, 누가 동생일까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a536745855c8ebcb26d1cd97455f33d00a19a20da7e9a88677b9ec1e4b41791c.png"	{"relevant":true,"constructed":true}
78509	1	"78509-convoke-the-spirits"	2	[]	4	5	1691	4	"Jim Nelson"	10	"영혼 소집"	"무작위 드루이드 주문들을 8회 시전합니다. <i>(대상은 무작위로 선택)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b42403762adccfdbf9f9c7fd994e3315e6a6a82de134e4b9accce39a42275252.png"	""	"영혼들은 얘깃거리가 생기면 서로를 소집합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1a345dd6cff5233b3f82744931e6c711bb23f1e7293cf9f2ef85ae0cf7ece021.png"	{"relevant":true,"constructed":true}
1100	1	"1100-siphon-soul"	9	[]	6	5	3	3	"Tyler Walpole"	4	"영혼 착취"	"하수인을 처치합니다. 내 영웅이 생명력을 3 회복합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c46eda78940486b1b2c3b31f3afe889e920728bde77b7cfcd03b8971596fe9b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ada0fe0b233a87bd1af9440e285463af41c625ec91df757e7bd2a35f3ac5f39.png"	"자신의 영혼은 착취하지 마세요. 기묘한 무한 순환 고리에 빠질 수도 있으니까요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7f7e45b518bb3ccdc774b2f9677c1dd120a7f19f7fec6c43f11e80208421fa02.png"	{"relevant":true,"constructed":true}
84267	1	"84267-soul-barrage"	9	[]	6	5	1776	3	"Mike Sass"	5	"영혼 탄막"	"이 카드를 내거나 버릴 때, 모든 적에게 6의 피해를 무작위로 나누어 입힙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9a1954e075b64b102842b7a240a63b8c3607d0e4ed1ba8d6115bfb5d4fd5ac2.png"	""	"재즈 음악가들에게 특히 잘 통합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/06ae283d0182584d01aaa6825b94ef0ff04ac7f7c3ad6b747a650699965d9934.png"	{"relevant":true,"constructed":true}
974	1	"974-soulfire"	9	[]	2	5	1635	2	"Raymond Swanland"	1	"영혼의 불꽃"	"피해를 4 줍니다. 무작위로 카드를 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fbcf7d352b03f1132ce06059c6bd81e94c77f1555d05e18431b0c027e3102c9b.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac720296d7e94b76a8377f97f1b266bb2626d1e58dffcbc1d20b06af3b145c8f.png"	"상대의 영혼에 불을 지르는 걸까요? 아니면 자신의 영혼으로 상대에게 불을 지르는 걸까요? 비슷해 보이지만 정말 중요한 차이입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7dcfc246ae562de553e595a8d4e4d0459651ecdeaea54c6d41af17e061c0aaa6.png"	{"relevant":true,"constructed":true}
43112	1	"43112-psychic-scream"	6	[]	6	5	1004	4	"Chris Seaman"	7	"영혼의 절규"	"<b>모든</b> 하수인을 상대편의 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b41893f2bad19da4b8c0d7ee6f1ffc3044b68d703865c8eeec0d5d957a67a353.png"	""	"모두 귀를 막으세요! 사실 별 효과는 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60a825a2f246f198ba74bfe3f58b31e6890f934cd033e7822f8416284eced835.png"	{"relevant":true,"constructed":true}
