id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	duels
38782	1	"38782-amgam-rager"	12	[]	11	4	21	1	"Matt Gaser"	5	1	3	"암용 광전사"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82d016a6c5fdd8db3def279c4250e7adcb06665aaf39049319a85d571d57b51b.png"	""	"환호 위상"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc01d518132f9905b681c5ede1c760cadffb538c4cd83356edb06d621add0378.jpg"	{"relevant":true,"constructed":true}
42574	1	"42574-shadow-ascendant"	6	[]	11	4	1001	1	"Paul Kwon"	3	2	2	"암흑의 승천자"	"내 턴이 끝날 때, 다른 무작위 아군 하수인에게 +1/+1을 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fe9f594f8c1a32607b3938679bd441b629190b90e01947ee576b241ee0fe02ed.png"	""	"밑바닥에서 시작하면 올라가는 일만 남았습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5d312f05dfc2c3addff36dd4e8c6925e80f98e7f3cdf777fee6073b9c266f09.png"	{"relevant":true,"constructed":true}
70227	1	"70227-ice-revenant"	12	[]	18	4	1626	1	"Jakub Kasper"	5	4	4	"얼음 망령"	"내가 냉기 주문을 시전할 때마다 +2/+2를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d1c76c0fed29a61dda22854d0b482733b4f0c94764dd5a321dab595643505eb.png"	""	"저 오래된 철퇴에 뭔가 마법이 걸려 있었던 모양이군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52c5af7f66c64e811c10ed23be3017a9c91e99d6250bed6d941b06367725b78e.png"	{"relevant":true,"constructed":true}
41261	1	"41261-emerald-hive-queen"	12	[]	20	4	27	4	"Rafael Zanchetin"	3	2	1	"에메랄드 둥지 여왕"	"내 하수인들의 비용이 (2) 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/03d1a2a2dfff25dc60ec6fafa0bce0ac8b1f89c08fbfd1cc07efabd29abe2f43.png"	""	"노란 벽돌길 끝에 있는 에메랄드 둥지를 다스립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b651962c1992cc8ea6d8b56072701fe19add937015ea3b5fc8f987691a3f019d.jpg"	{"relevant":true,"constructed":true}
41876	1	"41876-clutchmother-zavas"	9	[]	20	4	27	5	"Anton Zemskov"	2	2	2	"여왕 자바스"	"이 하수인을 버릴 때마다 +2/+2를 부여하고 내 손으로 다시 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3eb547569691f393c313a8f45c0e93d6626385bfb0696d743e617df288246648.png"	""	"그녀를 버리는 건 그녀를 강하게 만들 뿐입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8fcbf865601ea7ad4e2ccd2901495bb5292d9abf9d08bb62ec89be46973fc946.jpg"	{"relevant":true,"constructed":true}
70022	1	"70022-luminous-geode"	6	[]	18	4	1626	1	"Jakub Kasper"	4	1	2	"영롱한 정동석"	"아군 하수인이 치유된 후에, 그 하수인에게 공격력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20241b7e1b20202e9b768eb755d19419e01c3cd69ef4f76de38c642aad104d06.png"	""	"너 양초 못 가져간다. 너 양초 된다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a4671cab84df7a99bc8d980841e79af776a773d9ce27b07889316604c438c6eb.png"	{"relevant":true,"constructed":true}
63370	1	"63370-stealer-of-souls"	9	[]	15	4	1525	3	"James Ryman"	6	2	4	"영혼 약탈자"	"내 턴마다 내가 처음 뽑은 카드는 마나 대신 생명력을 사용합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b20edd23e05ceb2253798dff62970b7c87646831cea9cb30c2c06a7e21797138.png"	""	"\"영혼을 팔아서라도\"란 말은 신중히 해야 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/390d677a6ab1ab309f95ed0c49f0eeef7c065f6894a278bd84f8b57cfc694fae.png"	{"relevant":true,"constructed":true}
63251	1	"63251-spirit-healer"	12	[]	11	4	1525	4	"Yaohua Xu"	6	3	4	"영혼의 치유사"	"내가 신성 주문을 시전한 후에, 무작위 아군 하수인에게 생명력을 +2 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e86194ccf42cddeb11abb50da35b293f2bcbab869d1b7ca02346b4e946ebcf26.png"	""	"\"또 당신인가요? 모든 가시멧돼지와 싸우면 어떻게 될지 말씀드리지 않았나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3ca42c0d117dadc3e1733b2f7cadc4764ef8d07b1f66f5b5731a284348552708.png"	{"relevant":true,"constructed":true}
1370	1	"1370-oasis-snapjaw"	12	[]	20	4	1635	2	"Ittoku"	7	2	4	"오아시스 무쇠턱거북"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/744d91e2b37851fceae30021e73ce07f81afb6e2ee7ca4bc4b6d1a9cd68d372a.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4275d33fd8e333eb408a3e89ffac39ef5043dd515e413db256761bb199e7be32.png"	"장래희망이 오아시스 용거북이라네요. 그런다고 날아다니거나 불을 뿜지도 못할 텐데 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0a2f88804768f2519ace37ee79ffeba3eb7a1daa4e6cdfaef2bf73cfa1bd7f90.png"	{"relevant":true,"constructed":true}
609	1	"609-faerie-dragon"	12	[]	24	4	3	1	"Samwise"	2	3	2	"요정용"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b04f12eb7fcff2cd765458c9cc44803a1c64f2e20f2432cbe9e2e586bff24fdd.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d20456b33ecab8e0cef4d726eb1bcdfb4a21c8a3745e8fe03f1167838b9ef963.png"	"깜찍합니다. 마법에 면역입니다. 바닥에 쉬를 하지도 않습니다. 정말 완벽한 애완동물 아닌가요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e39ac76d6d08c941155915aa3829d244ffa5d2dfce6da1996729c812069268cf.png"	{"relevant":true,"constructed":true}
1372	1	"1372-molten-giant"	12	[]	18	4	3	4	"Glenn Rane"	8	8	20	"용암 거인"	"내 영웅이 받은 피해 1당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b66f9dc60615824b8d8c1e48f09ba1b3a4bc373e77fe473a57010185327752fc.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/282b0f6ccc26ad258fd306a6f821bed89dbf985019fa33ddb817d2f7031a1ce2.png"	"늘 속이 쓰립니다. 용암이 가득 차 있으니 당연하겠지요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/41973d34811c701a7cb105942231b3409986aa37192efb75b266c07d26717b49.png"	{"relevant":true,"constructed":true}
1653	1	"1653-magma-rager"	12	[]	18	4	1635	2	"Matt Gaser"	1	5	3	"용암 광전사"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b59f4d280398aff4586829a5f41569e7d38687a21d89c19c13d3c72a9be8565.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af6655f02182d3f7243c598edcef23c6d4cf2ab2e79c8a7ed9e3c8e1dc0a01ac.png"	"자신이 강하다고 생각하고 생각하지만, 이제 모두 화산 심장부 정도는 혼자 돌 수 있잖아요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5a2e98844a234401f9774f529f13f1275288da0f1ef19f153ad7b07c08a0add.png"	{"relevant":true,"constructed":true}
38304	1	"38304-silithid-swarmer"	12	[]	20	4	21	3	"Jakub Kasper"	5	3	3	"우두머리 실리시드"	"이번 턴에 내 영웅이 공격했을 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0f969b9da68b6e81f91c1766e6f9d8c45099aff62e2ae9cfbbb3bbf51ac5bbd1.png"	""	"영웅이 공격하지 않는다면 \"시무룩한 우두머리 실리시드\"가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/190fa941aeb1a09880be51496828e44bd1a2bb32c8ff76073ba64890c93ae728.jpg"	{"relevant":true,"constructed":true}
67894	1	"67894-urzul-giant"	14	[]	15	4	1626	4	"Zoltan Boros"	8	8	13	"우르줄 거인"	"이번 게임에서 죽은 아군 하수인 하나당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a29024d746d4a78c21472e8c80f8b190e592810c2e4f158cf4ecb02e3bcfca9c.png"	""	"개인적인 감정은 없다, 작은 인간. 먹어야 할 입이 많을 뿐."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0b93433b7eb997d85904ade7d1f797a1f730a75a79289dbf68c935d679551dc1.png"	{"relevant":true,"constructed":true}
42642	1	"42642-howlfiend"	9	[]	15	4	1001	1	"Konstantin Turovec"	6	3	3	"울부짖는 마귀"	"이 하수인이 피해를 받을 때마다 무작위로 카드를 버립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/752bc63296e5b892dbf3da730158d2595aa8203046dc649998c25dfa7c6b6568.png"	""	"입에 카드를 넣고 다니는 게 문제라면 문제입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/df7c26bd9aa806d9eaada9300cf122b1e83c586a81a94d579a136a2feb31d566.png"	{"relevant":true,"constructed":true}
63073	1	"63073-wailing-vapor"	8	[]	18	4	1525	1	"Samche Chen"	3	1	1	"울부짖는 증기"	"내가 정령을 낸 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/72e7b36d03c08a443dd637887c83cf58297fb7c0f380fcc0581017c565cc0e09.png"	""	"아기 해님이 떠오른다면 울부짖는 증기를 달랠 수 있을까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/280dd989d803ecb3fd859a343d13397230e7a1f3a1c1b707f454df3da61b0364.png"	{"relevant":true,"constructed":true}
41315	1	"41315-ultrasaur"	12	[]	20	4	27	1	"Laurel Austin"	14	7	10	"울트라사우루스"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/346f2e92baf561858613702f91cc2cb5bcdc141b4ea9b642dfad8a45b80a6e52.png"	""	"긴 목이 진화하여 더욱 긴 목을 가지게 됐습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2e5a7cf81bf2c1a687fc36afea7db99a9f148a7799c9164165eeb7f14a6caa37.jpg"	{"relevant":true,"constructed":true}
2032	1	"2032-puddlestomper"	12	[]	14	4	13	1	"Jaemin Kim"	2	3	2	"웅덩이디딤꾼"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccf0919a46b01d2d50c69265d2067c0a2b59e43cbba34e510186ad1f41bb9b97.png"	""	"위대한 멀록 점쟁이, 모르글을 존경합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4cda6b1c45ba2cc4decf0a0e84afeb36c8d3973e4174ac3f412fdff99eddc4b4.jpg"	{"relevant":true,"constructed":true}
61	1	"61-spiteful-smith"	12	[]	11	4	3	1	"Justin Sweet"	6	4	5	"원한 맺힌 대장장이"	"피해를 받은 상태면, 내 무기의 공격력이 +2 증가합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f465bd222161137f92c4815523a52f4e0c7f4d5fb05862ca2d4e35d406dfeee4.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/eec1544014a7b0bbfc467037053d3bc03a8c76469b0de1bc9140cdf0b9c25e84.png"	"칼이 필요하다고요? 재료는 강철 주괴 5개, 대지의 티끌 3개라더군요. 수수료는 이전에 주문한 사람의 피 묻은 머리카락이랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8f013197f0a5bf78a0fefea2b61a8f7627ca2dfee3f26b0bcd2dbba6bc604dc7.png"	{"relevant":true,"constructed":true}
71996	1	"71996-spitelash-siren"	4	[]	92	4	1658	4	"Konstantin Porubov"	6	2	5	"원한꼬리 세이렌"	"내가 나가를 낸 후에, 마나 수정을 2개 회복합니다. <i>(그 후에 주문으로 바뀝니다!)</i> 내가 주문을 시전한 후에, 마나 수정을 2개 회복합니다. <i>(그 후에 나가로 바뀝니다!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a216a16370038be119fcfab8be40a7bf583d9271c2dd6287095e4c8e8f226a37.png"	""	"무지개를 다시 볼 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/60c4aa10587e5bf01a4b84ece6854565b83e99de9caa0412a79394771acfb6da.png"	{"relevant":true,"constructed":true}
179	1	"179-wisp"	12	[]	11	4	3	1	"Malcolm Davis"	1	1	0	"위습"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1160deca78fb419130bd0bb07c16bbf48ebcfff236600839b6db500ae9680314.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a532d6fdce2d739eb8c3ea6b46757f4bb692990771b41e07b0c6bc58de3cc708.png"	"충분한 수가 뭉쳐서 에레다르 군주를 공격하면 폭발합니다. 도대체 왜?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f2ed1727ca051d675a582efff7c2635cfd8eae79360843de2d6325669f2f17ad.png"	{"relevant":true,"constructed":true}
1789	1	"1789-spectral-knight"	12	[]	11	4	12	1	"Chris Rahn"	6	4	5	"유령 기사"	"주문이나 영웅 능력의 대상으로 지정되지 않습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/96cd4b599bc93522910ea4983437efe7919c2b0f924aee3ab7c72fc0d79dee99.png"	""	"요정용과 유령 기사의 공통점이 뭐냐고요? 음... 둘 다 파스타를 좋아한다는 거?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/52e86e03ae3c925690216d912b7d55ebaaf30f53ebbb8988e0d2c5f570fa780e.png"	{"relevant":true,"constructed":true}
811	1	"811-cult-master"	12	[]	11	4	3	1	"Raymond Swanland"	2	4	4	"이교도 지도자"	"아군 하수인이 죽은 후에, 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/24c4fd0e167a8076ba7096f2dac7a1cbeb8bb660096ab74b69fe1a34f8abce0c.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9efe5d6b4eafd844ca1f64ec6d1f6ea745a03d22475c35e64f0e3b10fefa70a6.png"	"사악한 이교도 지도자지만 일주일에 한 번은 꼭 부모님께 전화하는 '효녀'랍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e910121ea8d49b9be3f73780d12a95404433a5c8c47b5c248a4a6de3e8daf2f4.png"	{"relevant":true,"constructed":true}
46258	1	"46258-benevolent-djinn"	5	[]	18	4	1004	1	"Ware Lee"	4	2	3	"자애로운 신령"	"내 턴이 끝날 때, 내 영웅의 생명력을 3 회복시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd438a9b29b6989bd6fcca9b69e40e695c69f59f3e1614acffe78bbb5bb83c07.png"	""	"소원 1: 양초. 소원 2: 양초. 소원 3: 양초오오!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4543d07382155c7239dafa3f2f9796af33cfd160cb21789bac3b9258e170998.jpg"	{"relevant":true,"constructed":true}
2019	1	"2019-warbot"	10	[]	17	4	13	1	"Tyler Walpole"	3	1	1	"전쟁로봇"	"피해를 받은 상태면 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7a50511b89daa5313d7e60998bd51c16abc8971f60b97985aa3b6cc38af48260.png"	""	"용도에 비해 너무 귀엽다는 게 유일한 단점입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/078ba241d868bf1b50d2113cf883ec7b4c147bcea61eeb8c3be81165bb22aa2a.png"	{"relevant":true,"constructed":true}
2081	1	"2081-foe-reaper-000"	12	[]	17	4	13	5	"James Ryman"	9	6	8	"전투 절단기 4000"	"공격하는 대상 양옆의 하수인들에게도 피해를 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5f4e2936f3cf93290dca87abfb1be310c3f54b8f3478f7e6609a8b11eb720fc3.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d6527bb3505de635cada9a1b7e85fc393742b6b7abf1c2367a541fc01af28868.png"	"이 친구에게 전투에서 적을 절단하는 것과 벼를 베는 것은 사실 별 차이가 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7494245ea7b13ecf9a1396b9e679d66dbe60222c6cdd23ff28fcd7ff6dad434f.png"	{"relevant":true,"constructed":true}
45314	1	"45314-mindbreaker"	12	[]	11	4	1001	3	"Chris Rahn"	5	2	3	"정신파괴자"	"두 플레이어 모두 영웅 능력을 사용할 수 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b8634ef2cbbf143eacfd7e85da68944091d3108a035c8729ff7217eec11c04a1.png"	""	"고작 정신밖에 파괴하지 못하다니. 필멸자 중에는 무엇이든 파괴할 수 있는 자가 있거늘."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1316bb6ed8571a31c8e06e2297c2eaa2ae99073559ddcb4c6d4e31b9e303dbcd.png"	{"relevant":true,"constructed":true}
78532	1	"78532-sinstone-totem"	12	[]	21	4	1691	1	"Ramzy Kamen"	3	0	1	"죄악석 토템"	"내 턴이 끝날 때, 생명력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2ac04184b6e03636e487db112b1efe9006b1b98b42a345547dc42daec5c678a3.png"	""	"나무로 만든 토템보다 무겁습니다. 당신의 죄악이 그만큼 무겁단 뜻입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8ceb3a9602c51a63ef51833f3217db1325310dd50ed385441e6622bdccf832ca.png"	{"relevant":true,"constructed":true}
2062	1	"2062-jeeves"	12	[]	17	4	13	3	"Matt Dixon"	4	1	4	"지브스"	"각 플레이어의 턴이 끝날 때, 그 플레이어의 카드 수가 3장 미만이면 3장이 될 때까지 카드를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e88bb0a625fa9bde9190106a49fe58cc3cc38668a77ec267a122b4e136b74c03.png"	""	"\"지브스 있으신 분?!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ccc5a5c170a54d4ccb43ef894c1c044eaef3a686df919fd8f7185ff6c42b007c.jpg"	{"relevant":true,"constructed":true}
1997	1	"1997-fel-cannon"	9	[]	17	4	13	3	"Matt Gaser"	5	3	4	"지옥 대포"	"내 턴이 끝날 때, 기계가 아닌 하수인에 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/327b8538fc04a57930b89081673e5581e7e61fd2791be4dc540d66f75225adae.png"	""	"그래도 지옥이 뭔지 아는 녀석이어야 공격할 의미가 있지 않겠습니까?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e7da22dc48943d96ac34c97e721b51264a7f9ca71ab10f8b1109afd6416fe095.jpg"	{"relevant":true,"constructed":true}
1982	1	"1982-fel-reaver"	12	[]	17	4	13	4	"Zoltan & Gabor"	8	8	5	"지옥절단기"	"상대편이 카드를 낼 때마다 내 다음 카드 3장을 없앱니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af07753ffe7f5ddafc9c3ad5fc045cae08aa5f0f85c2cbc920b3bd4919df888a.png"	""	"어디서 카드 타는 냄새 안 나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0ff8b3d86ad05a98e2ed9619f6fd98cfeb42a4660e5d7aa5029b53ec5644a38.png"	{"relevant":true,"constructed":true}
61940	1	"61940-felsaber"	14	[]	15	4	1466	1	"Hideaki Takamura"	6	5	4	"지옥표범"	"이번 턴에 내 영웅이 공격했을 때에만 공격할 수 있습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4f423d5cb2c4c43d9e5d34706c0ecb6f75726892f5f98707b5150b68ac887ff.png"	""	"나 으르렁 으르렁 으르렁 대."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d283119e7dccb3e3b2a1d02839a7a3a3ee0d60ee1a004757407ae5117829cea6.png"	{"relevant":true,"constructed":true}
43515	1	"43515-corridor-creeper"	12	[]	20	4	1004	4	"Nick Southham"	5	2	7	"징그러운 지하 벌레"	"내 손에 이 카드가 있으면, 하수인이 죽을 때마다 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/18382d4c30b95d43beaf6a2bf2178bd6b717a83964805ac29021b59a10b45fd9.png"	""	"지하의 하수구 냄새를 특히 좋아한다고 합니다. 신기한 건 코가 없는데 어떻게 냄새를 맡느냐는 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2236d167cb030cc8c793dd0012f3ef83ed36c1d02e52e66c045a425158a7a040.jpg"	{"relevant":true,"constructed":true}
59599	1	"59599-desk-imp"	12	[]	15	4	1443	1	"Alex Horley Orlandelli"	1	1	0	"책상 임프"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/20c87d2226efba622035d7d425e4d3db5427606e288da3176e4ac5f3edf44f58.png"	""	"\"책 냄새 때문에 속이 메스꺼워!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d80fc397543fabfc0de302fffddadcbfc546cdaeb618c249e4138df44b4d4f24.png"	{"relevant":true,"constructed":true}
1281	1	"1281-scavenging-hyena"	3	[]	20	4	3	1	"Jim Nelson"	2	2	2	"청소부 하이에나"	"아군 야수가 죽을 때마다 +2/+1을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf26264282b35bc3dc3651e7846421af724258733a4881f96d6e8cb353c99839.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2c1bae20ca51f1bcab9c873d461f40a5ec161d135448816de830750518f6e5d5.png"	"하이에나는 코도나 천둥매의 뼈를 선호하긴 하지만, 뭐든 가리지 않고 먹습니다. 심지어 싹양배추까지..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59ee2d883012468cdf958b2342828c287740514d64baddd12b471479769dc934.png"	{"relevant":true,"constructed":true}
38985	1	"38985-carrion-grub"	3	[]	20	4	21	1	"Kan Liu"	5	2	3	"청소부구더기"	""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d64a6cbd2fcdc2a304b69badc1a5bbe187f8b8367ee2f58c8cf3a48a5ba9b27d.png"	""	"의외로 깔끔하고 완벽한 구석이 있어서 청소가 끝나고 나면 자신의 흔적마저 말끔히 없앤 뒤에 사라진답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c9f188393aca512aa6c5545ec3a2b0dba695597b555cd2f82b234f176d95c44c.jpg"	{"relevant":true,"constructed":true}
2071	1	"2071-micro-machine"	12	[]	17	4	13	1	"Skan Srisuwan"	2	1	2	"초소형 기계"	"각 턴이 시작될 때, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5a0c257369ed327abc0a5d52271b434eef11160da9b1a2c328b3eb90733fa926.png"	""	"소형 기계는 너무 크고 극소형 기계는 너무 작다고 하시는 분들께 권해드립니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6ea325d749429200cca8633da6b853cd111a8062cb2056fd48f9c7d461eaa414.jpg"	{"relevant":true,"constructed":true}
54256	1	"54256-spitting-camel"	12	[]	20	4	1158	1	"Ivan Fomin"	4	2	2	"침 튀기는 낙타"	"내 턴이 끝날 때, 다른 무작위 아군 하수인에게 피해를 1 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/28a25f06a4b9abe4b739a2973ad8a52773e1563b999e1792dd038b44b9366a83.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6c48a2c8f5b0b120d30d2ab8a3d2a04a58a5d826beca351b9e9f08dbdc2e90dd.png"	"퉤에엣"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a9c35c2c5326c1c4688b757a6336a744589928c42cba82d30531675728ec51c1.png"	{"relevant":true,"constructed":true}
1794	1	"1794-kelthuzad"	12	[]	11	4	12	5	"Chris Robinson"	8	6	8	"켈투자드"	"각 턴이 끝날 때, 이번 턴에 죽은 모든 아군 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0064c0f8cc0712f000638916f74897df34895888ed390a4b284c3469a1f88758.png"	""	"켈투자드는 리치 왕의 부름에 저항할 수 없었습니다. 녹음된 목소리로 리치 왕의 덕을 찬미하는 전화가 계속해서 걸려왔거든요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/586344a5c3cd9e2e91c30ad68d6e8fd71e89318eb5733618e4fb20eee9d7ec58.png"	{"relevant":true,"constructed":true}
42046	1	"42046-lyra-the-sunshard"	6	[]	18	4	27	5	"Phil Saunders"	5	3	5	"태양의 후예 라이라"	"내가 주문을 시전할 때마다 무작위 사제 주문을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbbf1312f8ff1de20fede3256a088a284f85ac937fdeb42eab9bd5c792be03ec.png"	""	"말갛게 씻은 얼굴 고운 해야 솟아라."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6203e1c8ebb4ec122705d27d723c211ada5726780350adac5e7e76e37b4d5afa.jpg"	{"relevant":true,"constructed":true}
2233	1	"2233-clockwork-giant"	12	[]	17	4	13	4	"Dan Scott"	8	8	12	"태엽돌이 거인"	"상대편의 손에 있는 카드 1장당 비용이 (1)씩 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f797daf153f9a5196b9df152f3feb9b5caeaedf36c07df96b25eb1ce9e98e65b.png"	""	"산악 거인과는 숙명의 라이벌입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/39c3fbe3ea73f620c0b5ba972ea92338775190023eac4f6f866e3aea03f7e872.png"	{"relevant":true,"constructed":true}
63218	1	"63218-tamsin-roame"	9	[]	11	4	1525	5	"Arthur Gimaldinov"	3	1	3	"탬신 롬"	"내가 비용이 (1) 이상인 암흑 주문을 시전할 때마다, 그 주문을 복사하여 내 손으로 가져옵니다. 그 주문의 비용이 (0)이 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9be73182997b425b74d52ad888f9957ba00af67c8e8c0ad48c4be537b53efd74.png"	""	"탬신은 살아생전 얼라이언스의 유망한 마법사였습니다. 지금은 호드에서 가장 위험한 흑마법사입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/84ff735addc5e4d63f058a80885b9af6151a4f37119c3fe548340de792749c00.png"	{"relevant":true,"constructed":true}
46101	1	"46101-keening-banshee"	12	[]	11	4	1001	3	"Jesper Ejsing"	5	5	4	"통곡하는 밴시"	"내가 카드를 낼 때마다 내 다음 카드 3장을 없앱니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c4b567071f515e73065fab701e3d3a8f61c20a114910b590d5b6acfef9298717.png"	""	"\"취미는 뭡니까?\" \"통곡하기입니다.\" \"특기는 뭡니까?\" \"취미 살리기입니다.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cc3fdc3703af70b6771a7691b50ebe65f50cdd99699b158b92c4b0bec51a814a.png"	{"relevant":true,"constructed":true}
