id	collectible	slug	classId	multiClassIds	cardTypeId	cardSetId	rarityId	artistName	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
366	1	"366-spellbender"	4	[]	5	3	4	"Gonzalo Ordonez"	3	"주문왜곡사"	"<b>비밀:</b> 적이 하수인에게 주문을 시전하면, 그 효과를 대신 받는 1/3 하수인을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/594abf452aadbd3b24997f51d5b7f828ddb85f0878005f37fff268c2430f1100.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cfc4c7bc4d23fff0e856601efc979fd845a04203f7c68e725f8360a1f764d81b.png"	"적의 번개 화살을 훔치는 건 즐거운 일이지만, 주문왜곡사들은 오히려 야생의 징표를 훔치는 걸 훨씬 좋아합니다. 그게 더 재미있거든요. 블러드 엘프들이 원래 좀... 야비하잖아요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9a3f2d0cb05ab95da658bebfcd45c16ecd51312cb4a1b3b7317afb57d6f09f76.png"	[1086]	[5]	{"relevant":true,"constructed":true}
41222	1	"41222-the-caverns-below"	7	[]	5	27	5	"James Ryman"	1	"지하 동굴"	"<b>퀘스트:</b> 이름이 같은 하수인을 4회 내야 합니다. <b>보상:</b> 수정핵"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ebde039f86fa6cbe59c05cf46a06247cc85e8909ffd4f7b5fb828f4320715c73.png"	""	"지하에도 선술집이 있으면 참 좋을텐데 말이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5eca1cdb9ed7298ec968924e0756bf2f2d5aa3d8a52587347649a85314bb19fb.png"	[41221]	[31]	{"relevant":true,"constructed":true}
84391	1	"84391-flight-of-the-bronze"	5	[]	5	1776	3	"L. Lullabi & K. Turovec"	1	"청동용의 비행"	"용족을 <b>발견</b>합니다. <b>마나갈증 (7):</b> <b>도발</b> 능력이 있는 5/5 비룡을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/af5d86708726b51ce86c9b0ba5e955194eadad8cbef4b04a2ef803175bb25908.png"	""	"큰 거 온다! ㄷㄱㄷㄱ"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/851afab87a9ea9a4b5a8f74611e71242efc353f175cacdbc7442c8c6821c8b48.png"	[87295]	[1,21,257]	{"relevant":true,"constructed":true}
64292	1	"64292-best-in-shell"	2	[]	5	1578	1	"Melvin Chan"	6	"최고의 등껍질"	"<b>교환성</b> <b>도발</b> 능력이 있는 2/7 거북을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d9c21eb6a198f8adc6912a84969d082872f3d16a138666c6723c87e8cc564a09.png"	""	"다른 항목은 다 만점인데, 빨리 달리기만 점수가 좀 낮네요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ba35b53cbb0eec9854a2cdbe75402ac8e6e1e9903e0ac57301275b03046ca0e0.png"	[70124]	[1,97]	{"relevant":true,"constructed":true}
64375	1	"64375-final-showdown"	14	[]	5	1578	5	"Zoltan Boros"	1	"최후의 결전"	"<b>퀘스트 전개:</b> 한 턴에 카드를 4장 뽑아야 합니다. <b>보상:</b> 뽑은 카드들의 비용이 (1) 감소합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d85767afc4c94cfe7ac0ebbcea6424bbd8353b3c405af944fd0c8b53d82d80bf.png"	""	"최후의 결전을 시이자아아악~~~~~~~ 하겠습니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/40687768e87e886150e8389ef7cd9923c3beb7b0ee861f31b814167502e39557.png"	[64376,65243,67541]	[96]	{"relevant":true,"constructed":true}
68216	1	"68216-flanking-maneuver"	14	[]	5	1626	3	"L. Lullabi & A. Zemskov"	4	"측면 기동"	"<b>속공</b> 능력이 있는 4/2 악마를 소환합니다. 이번 턴에 그 악마가 죽으면, 하나 더 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a3430109d56d924f9e650546e8b9fa11ea91fdfc8f0595d7657310bba03a3718.png"	""	"그러니까, 지금 이기고 있는 건가요? 제가 잠입을 맡아도 되나요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf6e656b0adbb9f8d943d35cc6265c736ec4ab0101fba6837278979079d2111e.png"	[69575]	[53]	{"relevant":true,"constructed":true}
64346	1	"64346-kodo-mount"	2	[]	5	1578	3	"Anton Zemskov"	4	"코도 탈것"	"하수인에게 +4/+2와 <b>속공</b>을 부여합니다. 그 하수인이 죽으면, 코도를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f651e715ea6624151978d6a254481347a1202c94b94d60467291848a21b0e7a9.png"	""	"항상 집 안으로 들어오려고 해 말썽인 녀석입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1cdfa2ccb1f3e889139209539412b58fa23a9a60c37302046145095c7cb76817.png"	[64347]	[53]	{"relevant":true,"constructed":true}
54369	1	"54369-corrupt-the-waters"	8	[]	5	1158	5	"Alex Horley Orlandelli"	1	"타락의 물결"	"<b>퀘스트:</b> <b>전투의 함성</b> 카드를 6장 내야 합니다. <b>보상:</b> 비르나알의 심장"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd6054863369bbda461fab8086d6d50ed532183146bec6918112d75a0bf1604f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4875bc01f61072c3664f1d8f2c4dddd04f1285af4912f85afd8dd854db68f4ea.png"	"이래서 하가사가 수영장에 출입을 금지당한 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e5624bf3d5945b56ae7791dfe17decdabf8ab40679796eebec0770add82956c8.png"	[54370]	[8,31]	{"relevant":true,"constructed":true}
79542	1	"79542-totemic-evidence"	8	[]	5	1691	1	"Sergey Tsvelykh"	1	"토템 증거"	"기본 토템을 선택하여 소환합니다. <b>주입 ( 토템):</b> 대신 기본 토템 넷을 모두 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f89c72a228f2a9694c2922bfbe516e3126111e4c7589e0bce8390b75f2c329f5.png"	""	"모든 토템은 나무를 죽였다는 증거입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a68d83b2a3c80b59840f2b569de0726fa472016c05882a1108b81ca2cd19a52b.png"	[79545,537,850,764,62320]	[238]	{"relevant":true,"constructed":true}
84233	1	"84233-feldorei-warband"	14	[]	5	1776	1	"Jakub Kasper"	4	"펠도레이 전투부대"	"피해를 4 줍니다. 내 덱에 하수인이 없으면, <b>속공</b> 능력이 있는 1/1 일리다리를 넷 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ac2db1ba8049c0b84236467d841b5f0b9a920a7cc15dcd4910a1b7c6b9847910.png"	""	"\"약진 앞으로!\" \"와아아아아!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ffd22ae9fb7c99034271220eb948e6d05ed16b908e9e629571798620ecab173e.png"	[56927]	[53]	{"relevant":true,"constructed":true}
53945	1	"53945-raid-the-sky-temple"	4	[]	5	1158	5	"Ludo Lullabi"	1	"하늘 사원 약탈"	"<b>퀘스트:</b> 주문을 10회 시전해야 합니다. <b>보상: </b>승천자의 두루마리"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/53ffdd1aee6f87587b982fa7733fcec922972a3d9110a39076b10087720a8614.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1f4a580d698a07aa5fe53081ed7782325742bca390d1b9c2e470d08eddd35143.png"	"리노는 보물 때문에 온 게 맞다고 했죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff53349bb27b38e58a8070eebea97cc9d764ce78361bfb318e9d2f059df96ffc.png"	[53946]	[31]	{"relevant":true,"constructed":true}
64280	1	"64280-raid-the-docks"	10	[]	5	1578	5	"Arthur Bozonnet"	1	"항구 습격"	"<b>퀘스트 전개:</b> 해적을 셋 내야 합니다. <b>보상:</b> 무기를 뽑습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7afd5ef9886490b5ac44bb7fd2eb662391daf4922bbe6802976b141f9c685b70.png"	""	"톱니항 요트 경주를 우승하고 나니 눈에 보이는 게 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/385afd5ef17335a520307b1f8778923b8f4f8e639906dc13fb90e5d46e33d7de.png"	[64281,64282,67551,71431]	[96]	{"relevant":true,"constructed":true}
56792	1	"56792-coordinated-strike"	14	[]	5	1635	2	"L. Lullabi & K. Turovec"	3	"협공"	"<b>속공</b> 능력이 있는 1/1 일리다리를 셋 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a685aa4924a1c55fdb4a1721845256bdc080b8cdf7ddf74e4b8096484c399511.png"	""	"\"사티로스와 함께 춤을\"에서 환상적인 호흡으로 우승을 차지했다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f839df1d02954e871e415f2292f1a83e3f95ef705579658e5ec557b682813058.png"	[56927]	[53]	{"relevant":true,"constructed":true}
1084	1	"1084-mirror-image"	4	[]	5	1635	2	"Jim Nelson"	1	"환영 복제"	"0/2 <b>도발</b> 하수인을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ecaf7d5dee72b338de61092a1e558d0def9261d4097e5a79078b34266ea7593e.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ec2dee80763445b52d3b372d33b3b98ae167ebbf8826bb1f4434804c801f0c3a.png"	"와 환영 복제다! !다제복 영환 와"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/cf933568cab43b474fad0d9ea18d097126669de4d2791eef7062c0fcfc131da0.png"	[968]	[1]	{"relevant":true,"constructed":true}
