id	collectible	slug	classId	multiClassIds	minionTypeId	cardTypeId	cardSetId	rarityId	artistName	health	attack	manaCost	name	text	image	imageGold	flavorText	cropImage	childIds	keywordIds	duels
72896	1	"72896-azsharan-saber"	3	[]	20	4	1658	1	"Mike Sass"	3	4	4	"아즈샤라 호랑이"	"<b>속공</b>, <b>죽음의 메아리:</b> '가라앉은 호랑이'를 내 덱 맨 아래에 놓습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e4fec1b8a5e9e8168e41d2fd04dc4943b5c717309d4f4407f82b57dac91fcd6b.png"	""	"나이트 엘프들은 예부터 고양이에 진심이었나 봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/539ab3805d6a817cb28141fcc64d64b346c82cb4be5cf916306dbd10728ffb11.png"	[78159]	[12,53]	{"relevant":true,"constructed":true}
72586	1	"72586-reefwalker"	12	[]	18	4	1658	1	"Vladimir Kafanov"	2	3	3	"암초지기"	"<b>전투의 함성과 죽음의 메아리:</b> 1/1 우두머리 피라냐를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa9995b994d8a1fa55f4f4f3cbf2e6ea259753486cabbdf819d70f079574757b.png"	""	"상냥한 거인이지만, 상냥하지 않은 친구들과 다닙니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e1ceea05cfde8a04b2ca444c5962434a47e13603e6573906b820f8a976862058.png"	[72509,80171,80170,80169,80172]	[8,12]	{"relevant":true,"constructed":true}
41137	1	"41137-ravasaur-runt"	12	[]	20	4	27	1	"Peter Stapleton"	2	2	2	"어린 라바사우루스"	"<b>전투의 함성:</b> 내 전장에 다른 하수인이 둘 이상 있으면, <b>적응</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/999383268323b93bc61cbcd52cecf88fbfdd467ac267881bfb6d7319103c0f44.png"	""	"자신을 보는 사람이 없으면 적응하지 않습니다. 관심 종자라고 해야할까요?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1b8462418d19f936fa4227486212558b00fc12da0e95fc45627b3f6cd106ca86.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
67753	1	"67753-piggyback-imp"	12	[]	15	4	1626	1	"Todd Harris"	1	4	3	"어부바 임프"	"<b>죽음의 메아리:</b> 4/1 임프를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/edd6571444df0c29524a14b9be5d66ee96dc305d6e3edcdc484b2bff95328525.png"	""	"어부바 부리 부비바."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dbafc1d53ca07b5ceb08e965632668cf07dc82da2d2e7468062f82e3ae5cc7e0.png"	[70303]	[12]	{"relevant":true,"constructed":true}
85041	1	"85041-lingering-zombie"	2	[]	11	4	1776	1	"Konstantin Porubov"	1	1	1	"어슬렁거리는 좀비"	"<b>죽음의 메아리:</b> \"<b>죽음의 메아리:</b> 1/1 좀비를 소환함\" 능력이 있는 팔 잃은 좀비를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/00ef58ec0e9b99281de4ce4b21cac8e66cb55de9e1bfe858a353f876047d332f.png"	""	"1/1/1/1/1/1"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ff3df2155f79d9a68d198037dd4cc1842ec57df8bb346f69616232b3ffac5c7f.png"	[85043,85045]	[12]	{"relevant":true,"constructed":true}
64723	1	"64723-elwynn-boar"	12	[]	20	4	1578	4	"Todd Harris"	1	1	1	"엘윈 멧돼지"	"<b>죽음의 메아리:</b> 이번 게임에서 엘윈 멧돼지 일곱이 죽었다면, 15/3 천 개의 진실의 검을 장착합니다. <i>( /7)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/94ed9a8352d96e5b59e74ae304ff0d003b5a95946ddace4ba0e4f7f1069f6c17.png"	""	"65,340,285마리가 아닌 것을 감사히 여기세요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/97484a759df4fbbc7f8359b9d01f1aec841ca0675f8d569d81399093847686ab.png"	[64772]	[12]	{"relevant":true,"constructed":true}
54038	1	"54038-sandwasp-queen"	5	[]	20	4	1158	1	"Dave Allsop"	1	3	2	"여왕 모래말벌"	"<b>전투의 함성:</b> 2/1 모래말벌 2마리를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/21d8bb9322fdd01984f09c9dc4b8ad32a21bbf254f9ba14ff15ef381265cd0ab.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01de69d402a35a5860a7b0c54a4703dc646475c23fca0310e619f29b46e31d63.png"	"벌떼!!!가 생기는 원천입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d2150c1832065dccc9f8e4a3765c58f47e50ffd9c71d442c39de9bb241818537.png"	[54039]	[8]	{"relevant":true,"constructed":true}
72923	1	"72923-queen-azshara"	12	[]	92	4	1658	5	"Daniel Orive"	5	5	5	"여왕 아즈샤라"	"<b>전투의 함성:</b> 내 손에 있을 때 주문을 셋 시전했으면, 고대 유물을 선택합니다. <i>( 남음!)</i> <i>(달성!)</i>"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/9e83d54b11c3155a5350bc6fe62d278f7779299459ef9f7240dba1ea1972e663.png"	""	"여왕의 취미: 백성들에게 명령하기, 고대 신과 거래하기, 해변가에서 긴 산책 즐기기."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4ace1bd344ccf339f7ef24478f3d05ed4d06a55125ab915e3a8aff710f805bc0.png"	[73732,73734,73735,73736]	[8]	{"relevant":true,"constructed":true}
63279	1	"63279-lilypad-lurker"	8	[]	18	4	1525	4	"Matt Dixon"	6	5	5	"연잎 잠복꾼"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, 적 하수인을 <b>도발</b> 능력이 있는 0/1 개구리로 변신시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f54c7c5f830060c5d8aa5c5d624b5c8967500be7a1d1f1e9ee31b885d7df78b9.png"	""	"사실대로 말하자면, 개구리는 아무 잘못 없습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/089fadb36e48f7dff9a5e2bf872c6b537dd22b7e06694024df48069d7156e399.png"	[548]	[1,8]	{"relevant":true,"constructed":true}
363	1	"363-onyxia"	12	[]	24	4	3	5	"Dany Orizio"	8	8	9	"오닉시아"	"<b>전투의 함성:</b> 내 전장을 1/1 새끼용으로 가득 채웁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b15c1fda92b8ca3c8bb2cc1855d10fa1c244aee1c3414bece78cd68cf5fb8489.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/829c6e7364dcf087c220f4af5875cb87206a99f1bdb4ff3be87d544e00a87906.png"	"오닉시아는 여군주 카트라나 프레스톨로 변신한 채 오랫동안 스톰윈드 의회를 조종했습니다. 저 커다란 날개와 비늘을 보면 누구라도 알아챘을 거라고 생각하시겠죠?"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/515a0408f5e8a240ae94984b38e8a974a8415064376fc9cacaf5821e8750bcaf.png"	[54]	[8]	{"relevant":true,"constructed":true}
71226	1	"71226-onyxian-warder"	12	[]	24	4	1626	1	"Mauricio Herrera"	6	3	5	"오닉시아의 수호병"	"<b>전투의 함성:</b> 내 손에 용족이 있으면, <b>속공</b> 능력이 있는 2/1 새끼용을 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/82581561ef8a64652810a4843f3b0276f545847b2c3646f22c78d7421622d0ef.png"	""	"새끼용이 문제를 해결해 주진 않지만, 확실히 아프긴 할 거예요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4c620d8cfdb6f684980f29dac6afb498fd79ccd134d5b5c7a6ba608d12ad9f22.png"	[71299]	[8,53]	{"relevant":true,"constructed":true}
42462	1	"42462-arrogant-crusader"	5	[]	11	4	1001	3	"Anton Zemskov"	2	5	4	"오만한 성전사"	"<b>죽음의 메아리:</b> 상대편의 턴이면, 2/2 구울을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43e97da68ff38fad278ec4aa4743b2c0665cf45266b9cf44ad783d0a31c99e95.png"	""	"구울한테 물리기 전에도 오만하기 그지없었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8162d13295d7f1bf70dc14f7c3f49025faa314c1b4ab79027d0e041851226ee7.png"	[45305]	[12]	{"relevant":true,"constructed":true}
41265	1	"41265-gentle-megasaur"	12	[]	20	4	27	4	"Brian Despain"	4	5	4	"온순한 메가사우루스"	"<b>전투의 함성:</b> 내 멀록들을 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/068740d08ca35484527a9c23fc291207a9d8ffce1c2a4a0cfe195f38b66b2923.png"	""	"\"값싼 월세! 유목민의 기분을 느껴보세요! 이족 보행 가능한 인간계 양서류만 받습니다!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/44b35454349e963de8365f170f6a98b566b27a5cc55dfd1a1edf1bfa149e84d7.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
72509	1	"72509-piranha-swarmer"	12	[]	20	4	1658	1	"Todd Harris"	1	1	1	"우두머리 피라냐"	"<b>속공</b>, 내가 우두머리 피라냐를 소환한 후에, 공격력을 +1 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1fb6fcdcdb425eb38f1b08fafe8e61f9ebfaf975371a3d4fb0aa216db3eff66d.png"	""	"피라냐가 한 마리... 피라냐가 두 마리... 피라냐가 세 마리..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/d0de750d2ea00daa8864c787f5cffbb922ff1b4cbb205d24042f9fdf13694df3.png"	[80171,80170,80169,80172]	[53]	{"relevant":true,"constructed":true}
53922	1	"53922-hyena-alpha"	3	[]	20	4	1158	3	"Peter Stapleton"	3	3	4	"우두머리 하이에나"	"<b>전투의 함성:</b> 내 전장에 <b>비밀</b>이 있으면, 2/2 하이에나를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/c3977a82d2085a085d5da64b64a088e57040a420c88eb1b209880e9414c9dbe9.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6b1bc4ef456b7f8f697344d7f63b8a32b90a1328c5455e6111982ca872209d62.png"	"햇빛이 비치는 모든 것이 그들 소유입니다. 이미 죽었다면요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a40ce386868baec9f3ff5723aeb52c89a8d62e06e92924e559f7f24f6f7ec998.png"	[53923]	[5,8]	{"relevant":true,"constructed":true}
56739	1	"56739-urzul-horror"	14	[]	15	4	1463	1	"James Ryman"	1	2	1	"우르줄 흉물"	"<b>죽음의 메아리:</b> 2/1 길 잃은 혼령을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b23f0160678d8dc801f21181aa59a86af18d905a75a3fa07851559bcfbfc9054.png"	""	"영혼이 다섯 개!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/614417f5ed6420bed781d90e98d6c607b6868c12a6d06fc5de754db2912623a9.png"	[59518]	[12]	{"relevant":true,"constructed":true}
42615	1	"42615-fatespinner"	2	[]	11	4	1001	4	"Dan Scott"	3	5	5	"운명술사"	"<b>죽음의 메아리 (비밀) 선택 -</b> <b>모든</b> 하수인에게 피해를 3 줍니다. 또는 +2/+2를 부여합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d66b478fea4888739115209879c46792c7abf1f2f946cb96b48a079eba8916a.png"	""	"입고 있는 옷이요? 당연히 순수 비단이죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/598c2d5ade84897486ed88e6df6133db57408239c149ac024ff90ead23a20243.png"	[43436,43437,43430,43431]	[12]	{"relevant":true,"constructed":true}
41331	1	"41331-kalimos-primal-lord"	8	[]	18	4	27	5	"James Ryman"	7	7	8	"원시 군주 칼리모스"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, 원소의 기원을 시전합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fc2c3c876e1761ca4196ce3baea2282b0743338f05e94d3eca0944819b661ef2.png"	""	"마음의 기원만 있으면 되겠군요."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/1e3ccf4d557dfd7f7854f8b1b6f3888176904d1d460d91522c74fe06ae476771.jpg"	[41330,41335,41334,41336,41329]	[8]	{"relevant":true,"constructed":true}
1781	1	"1781-haunted-creeper"	12	[]	20	4	12	1	"Jeremy Cranford"	2	1	2	"유령 들린 거미"	"<b>죽음의 메아리:</b> 1/1 유령 거미를 2마리 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6df12186e6a35a33e8e4c91b0cb515494d127f64d50d32f1b93163cdfa587b9f.png"	""	"여기에 쓸 거미에 대한 내용을 찾다보니 거미 공포증에 걸린 것 같습니다..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a1037dca0651ef4f59d143353f3b106d6362a87acc7dcbd873ceba0c4d69f7aa.png"	[1782]	[12]	{"relevant":true,"constructed":true}
42438	1	"42438-grim-necromancer"	12	[]	11	4	1001	1	"Dave Allsop"	4	2	4	"음산한 강령술사"	"<b>전투의 함성:</b> 1/1 해골을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/663cf3a0a5a89986445f25fe445dc5e1fa72e45ef46c9cc2f263fd9d14e2f26b.png"	""	"주의: 해골은 폭발하지 않음."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dd222bb13624ad68af34ec0914ba9aca771900821d77fdc17f094991d70f3ef6.png"	[43052]	[8]	{"relevant":true,"constructed":true}
84358	1	"84358-haunting-nightmare"	6	[]	11	4	1776	4	"Vladimir Kafanov"	3	4	3	"음산한 악몽"	"<b>죽음의 메아리:</b> 내 손에 있는 카드에 깃듭니다. 그 카드를 내면, 4/3 병사를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0180d0c21cfe7925628a4b93f7bb2039eceec7f16a3a44eea0f8d9dc065e7a21.png"	""	"이가 몽땅 빠지는 꿈보단 덜 무섭습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/81fa2de6e2dbf0b6898d900f51e3aba0b8f94abc340448171f81166cbc7371cd.png"	[93125]	[12]	{"relevant":true,"constructed":true}
39481	1	"39481-kindly-grandmother"	3	[]	20	4	23	1	"Matt Dixon"	1	1	2	"인자한 할머니"	"<b>죽음의 메아리:</b> 3/2 커다란 나쁜 늑대를 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2253bd6dcf268eae20c9700b0b130ada191b4aafb185c16ce7f24369dfd54885.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/b0e33e39922e2e450d03f923c7b5b327ec0e760ad7b820df81a6381988a928fc.png"	"\"우와... 할머니는 침을 정말 많이 흘리시는군요.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/081e4d016c9b58d48be73a0ef77fc10e2b26b39621719cbedd9f416fc644f801.jpg"	[39161]	[12]	{"relevant":true,"constructed":true}
54009	1	"54009-evil-totem"	8	[]	21	4	1158	1	"Servando Lupini"	2	0	2	"잔.악.무.도. 토템"	"내 턴이 끝날 때, 무작위 <b>졸개</b>를 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/a775cb955cb1a4ac9b74bbf7fff31cddfe05a59e1f451fdd35beaf8089d0ba1f.png"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/43a332c5f85b0bd2265643b7b58ff7f2aa9feaec5244ba63137fe0f769d8227a.png"	"토템이 말썽을 부리면 다들 주술사를 비난하곤 하죠."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bd8a7f9f4824414f7c1ed18d47eaa6e7f7017a9811615497042c7eb050a84f7d.png"	[53160,53161,53162,52897,52900,53163,55378,60588]	[71]	{"relevant":true,"constructed":true}
86725	1	"86725-rivendare-warrider"	12	[]	11	4	1776	5	"Grafit "	6	6	6	"전쟁기수 리븐데어"	"<b>죽음의 메아리:</b> 다른 기사단원 셋을 내 덱에 섞어 넣습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c44f632f2d8160b7dda77dce2142f4359060992d29fb5d0e6b355bb06b64364.png"	""	"\"어, 거의 다 왔어.\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/35409287f9df94c5dc7b8112afbb349570406148f7c30d477a5e30ae3650ed99.png"	[86727,86728,86729]	[12]	{"relevant":true,"constructed":true}
61176	1	"61176-confection-cyclone"	4	[]	18	4	1466	1	"Anton Zemskov"	2	3	2	"제과 회오리"	"<b>전투의 함성:</b> 1/2 설탕 정령 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/aa62b452e17cf7e4fb583e33c9584ab46c6e6a2adc4a308058913762a0bef13f.png"	""	"어쩐지 사막정령치고 너무 달달하다 했더니..."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/269ca0777a4c831fe939d7d92bfe26766db212cf4ce33a6d744d2ae739989fba.png"	[61583]	[8]	{"relevant":true,"constructed":true}
78143	1	"78143-sinful-sous-chef"	5	[]	11	4	1691	1	"Hideaki Takamura"	1	2	1	"죄악의 선임 주방장"	"<b>죽음의 메아리:</b> 은빛 성기사단 신병 둘을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3abdb112216b73708fc84a93d9f311895bd45754d98a75a2927108689b9040b8.png"	""	"이번 저녁 만찬이 호평을 받으면, 분명 다음 요리 대결에도 나갈 수 있을 겁니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/2bbf30713423fdabe975cebedda6a678bf3262caf74c224901e8c554ce75f8d0.png"	[1652]	[12]	{"relevant":true,"constructed":true}
86147	1	"86147-unliving-champion"	8	[]	11	4	1776	1	"L. Lullabi & K. Turovec"	2	3	3	"죽지 못하는 용사"	"<b>전투의 함성:</b> 지난 턴 이후에 아군 언데드가 죽었으면, 3/2 좀비를 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/7c82fe49f85eca826561c2e8c34a59a27fed866bb0e899e32e0961b5d13e4268.png"	""	"시시해서 죽고 싶어졌다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fb0d2d939f4cc267897099ad0a5a93f76619e470c773bdc7b499f87453112f17.png"	[84211]	[8]	{"relevant":true,"constructed":true}
61271	1	"61271-felsteel-executioner"	14	[]	18	4	1466	4	"Jakub Kasper"	3	4	3	"지옥강철 집행자"	"<b>타락:</b> 무기로 바뀝니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/01397fa01432e60f2940e4cf69249c78958061f187ffa0f2b5fd0bde64a09b57.png"	""	"집행자는(은) 범인이 아니었습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6e1c6344d98ff75449bd5c9bbcfa3e3b272b45d0c44020a2e71f81bd33fd6882.png"	[61272]	[91]	{"relevant":true,"constructed":true}
2888	1	"2888-rumbling-elemental"	8	[]	18	4	20	1	"Cole Eastburn"	6	2	4	"지축을 울리는 정령"	"내가 <b>전투의 함성</b> 하수인을 낸 후에, 무작위 적에게 피해를 2 줍니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/afa02be77e786b1673b9d6c4da25937f51645152d5eba12d69283b39d5ed28e6.png"	""	"난 아주 아주 굶주린 정령이야."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bf099ea1c2ba2badb6be7fe1437d6f38db6548c5d06a33a2fc4cb29e574ae054.png"	[2994]	[8]	{"relevant":true,"constructed":true}
67861	1	"67861-sleetbreaker"	8	[]	18	4	1626	3	"Cheng Hao"	2	3	2	"진눈깨비 파괴자"	"<b>전투의 함성:</b> 바람 냉각을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/8d9cf17cf03bb473c4f9d3fb3d34be7de7aebf5587c93ec2423a7900856a90cb.png"	""	"추운 것은 좋아하지만 쌀쌀맞은 건 싫어합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/dfc5988b926b346ae9fbdc75423680d13ce2471aed071d0a68f7d1d1a7e8449c.png"	[67932]	[8]	{"relevant":true,"constructed":true}
63509	1	"63509-spawnpool-forager"	8	[]	14	4	1525	1	"Cheng Hao"	2	1	1	"창조샘 채집꾼"	"<b>죽음의 메아리:</b> 1/1 아기 멀록을 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/45514ccbc284d519fecf2bbf4b6ce63ced0babe947c82bab6754a59d98bb46d5.png"	""	"식사를 차리려면 끈기와 열정, 그리고 멀록용 최상급 채집 장갑이 필요합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/540bbec9c2945026d3fb906be6c9ba9868dc349b8bff0838dee6dd6e20896b2f.png"	[63527]	[12]	{"relevant":true,"constructed":true}
41257	1	"41257-thunder-lizard"	12	[]	20	4	27	1	"Hideaki Takamura"	3	3	3	"천둥도마뱀"	"<b>전투의 함성:</b> 내가 이전 턴에 정령을 냈다면, <b>적응</b>합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/88254fb1f9366400d94824abba81854af6aef42eb69e3a4564d65ceb904b0062.png"	""	"오잉!? 천둥도마뱀의 상태가...!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0e4973fcb74af396b1ab75bc66f7a7b1445a923d55635ed481b26c0d26e70aa9.png"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
61679	1	"61679-dancing-cobra"	3	[]	20	4	1466	1	"Patrik Bjorkstrom"	5	1	2	"춤추는 코브라"	"<b>타락:</b> <b>독성</b>을 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/4f170a68e3caa661286c34efca658f61d0ba3c6311ccef4e85c57601eb4606e5.png"	""	"피리 소리는 이제 지긋지긋하다고 합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/250c7408f95846844063f4d5411f125caffcc8c4aac01f23f5708ffb1ec269e6.png"	[61688]	[32,91]	{"relevant":true,"constructed":true}
71712	1	"71712-colaque"	2	[]	20	4	1658	5	"Zoltan Boros"	5	6	7	"콜락"	"<b>거수 +1</b>, 내 전장에 콜락의 등껍질이 있으면 <b>면역</b> 상태가 됩니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/6cc7344a3dbaa0743bd586644304bb1491db8e53394a16fd03ad6e22eaf5f6f7.png"	""	"만 년 전에, 진아즈샤리 도시는 바다 속으로 빠졌습니다. 그중 일부는 콜락의 등껍질 위로 떨어졌습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fd0dc37d387e9a661f29236f9897dbedf7f351977abb11925fee24f699d95f59.png"	[71828]	[17,231]	{"relevant":true,"constructed":true}
72536	1	"72536-crabatoa"	7	[]	20	4	1658	5	"Zoltan Boros"	5	6	6	"크래바토아"	"<b>거수 +2</b>, 내 크래바토아 집게발들이 공격력을 +2 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3585857b82a0e3ad28f8e7547d91aaf99973a5c653908cf95e66e4801d3b42d6.png"	""	"함대를 다 터뜨리게 해주면 좋아하지만, 구명 보트 하나를 찝는 것만으로도 만족한답니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/3b0474cc7e7c3152fd14053e10c77384c0081ff27e02e4f08251c666a904ea05.png"	[72537,85859,72580]	[231]	{"relevant":true,"constructed":true}
61269	1	"61269-insatiable-felhound"	14	[]	15	4	1466	1	"Zoltan Boros"	5	2	3	"탐욕의 지옥사냥개"	"<b>도발</b>, <b>타락:</b> +1/+1과 <b>생명력 흡수</b>를 얻습니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/e9494765db1c9c02e7b2d1403f887b90a440076513a88dddddbe8cb717aaa9dc.png"	""	"이번 연도 핫도그 많이 먹기 대회와 심사위원도 잡아먹기 대회 우승자를 소개합니다!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/ae6850594dbf310a393ee79ba9e0eda800de858b71b6c654762f40261b90beec.png"	[61270]	[1,38,91]	{"relevant":true,"constructed":true}
2050	1	"2050-clockwork-gnome"	12	[]	17	4	13	1	"Matt Dixon"	1	2	1	"태엽돌이 노움"	"<b>죽음의 메아리:</b> <b>예비 부품</b>을 내 손으로 가져옵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/0ec5fe9f5823bd806d5622b748d404a4f4e719a1d204f5c66d7a21153ada3280.png"	""	"이동식 은행 겸 상점 로봇입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/5397f9b213dfccc5c2b754c8f5567d914b2c9830a69146e737bbc709d82266af.jpg"	[2150,2151,2156,2153,2155,2154,2152]	[12,19]	{"relevant":true,"constructed":true}
59558	1	"59558-totem-goliath"	8	[]	21	4	1443	4	"MAR Studio"	5	5	5	"토템 거한"	"<b>죽음의 메아리:</b> 기본 토템 넷을 모두 소환합니다. <b>과부하:</b> (1)"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/fee23d15c8fe8543279f1bdeccbbb5ac8cf3464f680ea7faf99ea8b2f68737a4.png"	""	"걷잡을 수 없이 커져버린 미술 과제입니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/59625ae7ff1d8363d3d4215d60f237da87d04627a7f6d55674e745dd54f49b7a.png"	[537,850,764,62320]	[12,14]	{"relevant":true,"constructed":true}
61646	1	"61646-tickatus"	9	[]	15	4	1466	5	"James Ryman"	8	8	6	"티케투스"	"<b>전투의 함성:</b> 내 다음 카드 5장을 없앱니다. <b>타락:</b> 대신 상대편의 다음 카드들을 없앱니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/95a5ab3c998a4bc468d163eda3d60596b999d94281c26ba8314dd89182862e0b.png"	""	"\"유효기간 지난 건 제때제때 버려야 한다니까요!\""	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/bc4717c4f05bdc6dc3b0f16f83817cc0b64ad93d2bdf2da2f7e688b9ff873aa3.png"	[62039]	[8,91]	{"relevant":true,"constructed":true}
41358	1	"41358-crackling-razormaw"	3	[]	20	4	27	1	"L. Lullabi & K. Turovec"	2	3	2	"파지직거리는 무쇠턱 랩터"	"<b>전투의 함성:</b> 아군 야수를 <b>적응</b>시킵니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/92d6c9a4dbcf5e42678acee1b3a1d3c73474d5ead7f78f4cdc35b283f9262ffe.png"	""	"전기가 흐르는 철조망을 둘러갈 지능은 없었나 봅니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/087c1645a0843dcb9639771f0d26f095b5f53cfa84ed14582124cad094f72691.jpg"	[41058,41059,41691,41061,41063,41062,41211,41060,41054,41057,41067]	[8,34]	{"relevant":true,"constructed":true}
77366	1	"77366-party-favor-totem"	8	[]	21	4	1691	3	"Konstantin Turovec"	3	0	3	"파티 답례용 토템"	"내 턴이 끝날 때, 무작위 기본 토템을 소환합니다. <b>주입 ( ):</b> 대신 토템을 둘 소환합니다."	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/f22697f514196c33719bf81b6d9cc07cfe4265428103dd27500e06be3b4423be.png"	""	"토템에 토템을 더했어요!"	"https://d15f34w2p8l1cc.cloudfront.net/hearthstone/be225def0191eddff1c79df8091067e64a9337bb0ad1865cb73e5ab0cbd8e0c3.png"	[78524,537,850,764,62320]	[238]	{"relevant":true,"constructed":true}
